StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,ActiveLearner,PassStatus
16.0,83.0,Medium,Yes,High,Yes,Female,26.0,1,0.0,0,96.0,56.0,1,0,C,Yes,Pass
16.0,83.0,Medium,Yes,Low,Yes,Female,27.0,1,12.0,1,52.0,66.0,0,1,C,Yes,Pass
16.0,83.0,Medium,Yes,Low,Yes,Female,26.0,1,0.0,0,96.0,56.0,1,0,C,Yes,Pass
16.0,83.0,Medium,No,Low,Yes,Female,27.0,1,12.0,1,52.0,66.0,0,1,C,No,Pass
16.0,83.0,Medium,No,Low,Yes,Female,26.0,1,0.0,0,96.0,56.0,1,0,C,No,Pass
31.0,70.0,High,Yes,Medium,Yes,Male,28.0,2,1.0,0,52.0,71.0,1,2,B,Yes,Pass
20.0,69.0,Medium,Yes,Medium,Yes,Male,21.0,3,3.0,1,87.0,79.0,1,0,B,Yes,Pass
20.0,69.0,Medium,Yes,Medium,Yes,Male,18.0,3,9.0,0,82.0,97.0,0,2,A,Yes,Pass
20.0,69.0,High,Yes,Medium,Yes,Male,21.0,3,3.0,1,87.0,79.0,1,0,B,Yes,Pass
20.0,69.0,High,Yes,Medium,Yes,Male,18.0,3,9.0,0,82.0,97.0,0,2,A,Yes,Pass
20.0,69.0,High,No,Low,Yes,Male,21.0,3,3.0,1,87.0,79.0,1,0,B,No,Pass
20.0,69.0,High,No,Low,Yes,Male,18.0,3,9.0,0,82.0,97.0,0,2,A,No,Pass
20.0,69.0,Medium,Yes,High,Yes,Male,21.0,3,3.0,1,87.0,79.0,1,0,B,Yes,Pass
20.0,69.0,Medium,Yes,High,Yes,Male,18.0,3,9.0,0,82.0,97.0,0,2,A,Yes,Pass
14.0,60.0,Medium,No,Medium,Yes,Female,18.0,0,6.0,0,88.0,52.0,1,2,D,No,Fail
14.0,60.0,Low,Yes,Low,Yes,Female,18.0,0,6.0,0,88.0,52.0,1,2,D,Yes,Fail
25.0,65.0,Medium,No,Medium,Yes,Female,25.0,3,0.0,1,62.0,51.0,0,1,D,No,Fail
25.0,65.0,Medium,No,Medium,Yes,Female,28.0,3,12.0,1,100.0,55.0,1,0,C,No,Pass
25.0,65.0,High,Yes,High,Yes,Female,25.0,3,0.0,1,62.0,51.0,0,1,D,Yes,Fail
25.0,65.0,High,Yes,High,Yes,Female,28.0,3,12.0,1,100.0,55.0,1,0,C,Yes,Pass
25.0,65.0,Low,Yes,Medium,Yes,Female,25.0,3,0.0,1,62.0,51.0,0,1,D,Yes,Fail
25.0,65.0,Low,Yes,Medium,Yes,Female,28.0,3,12.0,1,100.0,55.0,1,0,C,Yes,Pass
25.0,65.0,Medium,Yes,Medium,Yes,Female,25.0,3,0.0,1,62.0,51.0,0,1,D,Yes,Fail
25.0,65.0,Medium,Yes,Medium,Yes,Female,28.0,3,12.0,1,100.0,55.0,1,0,C,Yes,Pass
25.0,65.0,High,Yes,Low,No,Female,25.0,3,0.0,1,62.0,51.0,0,1,D,Yes,Fail
25.0,65.0,High,Yes,Low,No,Female,28.0,3,12.0,1,100.0,55.0,1,0,C,Yes,Pass
21.0,65.0,Low,Yes,Low,Yes,Female,20.0,3,1.0,1,54.0,54.0,1,0,D,Yes,Fail
21.0,65.0,Low,Yes,Low,Yes,Female,24.0,1,2.0,1,96.0,78.0,0,2,B,Yes,Pass
21.0,65.0,High,Yes,Low,No,Female,20.0,3,1.0,1,54.0,54.0,1,0,D,Yes,Fail
21.0,65.0,High,Yes,Low,No,Female,24.0,1,2.0,1,96.0,78.0,0,2,B,Yes,Pass
8.0,99.0,Medium,No,Low,Yes,Female,28.0,2,9.0,1,99.0,97.0,0,1,A,No,Pass
8.0,99.0,Medium,No,Low,Yes,Female,23.0,1,4.0,1,89.0,54.0,1,1,D,No,Fail
8.0,99.0,Medium,No,Low,Yes,Female,20.0,3,6.0,1,59.0,91.0,0,0,A,No,Pass
8.0,99.0,High,Yes,Medium,Yes,Female,28.0,2,9.0,1,99.0,97.0,0,1,A,Yes,Pass
8.0,99.0,High,Yes,Medium,Yes,Female,23.0,1,4.0,1,89.0,54.0,1,1,D,Yes,Fail
8.0,99.0,High,Yes,Medium,Yes,Female,20.0,3,6.0,1,59.0,91.0,0,0,A,Yes,Pass
12.0,72.0,Medium,Yes,Medium,Yes,Female,28.0,1,15.0,1,58.0,100.0,0,1,A,Yes,Pass
12.0,72.0,Medium,Yes,Medium,Yes,Female,26.0,2,20.0,1,51.0,42.0,1,2,D,Yes,Fail
12.0,72.0,Medium,Yes,Medium,Yes,Female,29.0,1,5.0,0,61.0,73.0,1,1,B,Yes,Pass
12.0,72.0,Low,Yes,High,Yes,Female,28.0,1,15.0,1,58.0,100.0,0,1,A,Yes,Pass
12.0,72.0,Low,Yes,High,Yes,Female,26.0,2,20.0,1,51.0,42.0,1,2,D,Yes,Fail
12.0,72.0,Low,Yes,High,Yes,Female,29.0,1,5.0,0,61.0,73.0,1,1,B,Yes,Pass
12.0,72.0,Medium,No,High,Yes,Female,28.0,1,15.0,1,58.0,100.0,0,1,A,No,Pass
12.0,72.0,Medium,No,High,Yes,Female,26.0,2,20.0,1,51.0,42.0,1,2,D,No,Fail
12.0,72.0,Medium,No,High,Yes,Female,29.0,1,5.0,0,61.0,73.0,1,1,B,No,Pass
12.0,72.0,Medium,No,Low,Yes,Female,28.0,1,15.0,1,58.0,100.0,0,1,A,No,Pass
12.0,72.0,Medium,No,Low,Yes,Female,26.0,2,20.0,1,51.0,42.0,1,2,D,No,Fail
12.0,72.0,Medium,No,Low,Yes,Female,29.0,1,5.0,0,61.0,73.0,1,1,B,No,Pass
21.0,65.0,Medium,Yes,Low,Yes,Male,21.0,0,0.0,0,93.0,95.0,1,1,A,Yes,Pass
21.0,65.0,Low,Yes,High,No,Male,21.0,0,0.0,0,93.0,95.0,1,1,A,Yes,Pass
21.0,65.0,Medium,No,High,Yes,Male,21.0,0,0.0,0,93.0,95.0,1,1,A,No,Pass
21.0,65.0,High,No,Low,Yes,Male,21.0,0,0.0,0,93.0,95.0,1,1,A,No,Pass
21.0,65.0,Medium,Yes,Medium,Yes,Male,21.0,0,0.0,0,93.0,95.0,1,1,A,Yes,Pass
21.0,65.0,Medium,No,Medium,Yes,Male,21.0,0,0.0,0,93.0,95.0,1,1,A,No,Pass
21.0,65.0,High,Yes,High,Yes,Male,21.0,0,0.0,0,93.0,95.0,1,1,A,Yes,Pass
21.0,65.0,High,No,Medium,Yes,Male,21.0,0,0.0,0,93.0,95.0,1,1,A,No,Pass
24.0,68.0,Medium,No,Low,Yes,Male,29.0,2,13.0,1,78.0,61.0,1,1,C,No,Pass
24.0,68.0,Medium,No,Medium,Yes,Male,29.0,2,13.0,1,78.0,61.0,1,1,C,No,Pass
24.0,68.0,Medium,Yes,High,Yes,Male,29.0,2,13.0,1,78.0,61.0,1,1,C,Yes,Pass
24.0,68.0,Medium,Yes,Low,Yes,Male,29.0,2,13.0,1,78.0,61.0,1,1,C,Yes,Pass
24.0,68.0,High,Yes,Low,Yes,Male,29.0,2,13.0,1,78.0,61.0,1,1,C,Yes,Pass
24.0,68.0,Medium,Yes,Medium,Yes,Male,29.0,2,13.0,1,78.0,61.0,1,1,C,Yes,Pass
24.0,68.0,Medium,Yes,Medium,No,Male,29.0,2,13.0,1,78.0,61.0,1,1,C,Yes,Pass
24.0,68.0,Low,Yes,Low,Yes,Male,29.0,2,13.0,1,78.0,61.0,1,1,C,Yes,Pass
21.0,84.0,Medium,Yes,Low,Yes,Female,23.0,0,11.0,0,79.0,56.0,1,2,C,Yes,Pass
21.0,84.0,Low,No,Low,Yes,Female,23.0,0,11.0,0,79.0,56.0,1,2,C,No,Pass
21.0,84.0,Medium,No,Medium,Yes,Female,23.0,0,11.0,0,79.0,56.0,1,2,C,No,Pass
21.0,84.0,High,Yes,Low,Yes,Female,23.0,0,11.0,0,79.0,56.0,1,2,C,Yes,Pass
21.0,84.0,Low,Yes,Low,Yes,Female,23.0,0,11.0,0,79.0,56.0,1,2,C,Yes,Pass
18.0,94.0,High,Yes,Medium,Yes,Male,21.0,0,0.0,1,83.0,93.0,1,2,A,Yes,Pass
18.0,94.0,High,Yes,Medium,Yes,Male,29.0,1,17.0,1,55.0,51.0,1,2,D,Yes,Fail
18.0,94.0,Medium,Yes,High,Yes,Male,21.0,0,0.0,1,83.0,93.0,1,2,A,Yes,Pass
18.0,94.0,Medium,Yes,High,Yes,Male,29.0,1,17.0,1,55.0,51.0,1,2,D,Yes,Fail
18.0,94.0,High,Yes,Low,Yes,Male,21.0,0,0.0,1,83.0,93.0,1,2,A,Yes,Pass
18.0,94.0,High,Yes,Low,Yes,Male,29.0,1,17.0,1,55.0,51.0,1,2,D,Yes,Fail
18.0,94.0,Medium,Yes,Medium,Yes,Male,21.0,0,0.0,1,83.0,93.0,1,2,A,Yes,Pass
18.0,94.0,Medium,Yes,Medium,Yes,Male,29.0,1,17.0,1,55.0,51.0,1,2,D,Yes,Fail
18.0,94.0,Medium,No,Low,Yes,Male,21.0,0,0.0,1,83.0,93.0,1,2,A,No,Pass
18.0,94.0,Medium,No,Low,Yes,Male,29.0,1,17.0,1,55.0,51.0,1,2,D,No,Fail
18.0,94.0,Medium,Yes,Low,No,Male,21.0,0,0.0,1,83.0,93.0,1,2,A,Yes,Pass
18.0,94.0,Medium,Yes,Low,No,Male,29.0,1,17.0,1,55.0,51.0,1,2,D,Yes,Fail
11.0,98.0,Medium,Yes,Low,Yes,Male,25.0,0,11.0,0,77.0,81.0,1,0,B,Yes,Pass
11.0,98.0,Medium,Yes,Low,Yes,Male,25.0,2,7.0,1,94.0,52.0,1,2,D,Yes,Fail
11.0,98.0,Medium,Yes,Low,Yes,Male,26.0,0,12.0,0,58.0,87.0,0,2,A,Yes,Pass
11.0,98.0,High,Yes,High,Yes,Male,25.0,0,11.0,0,77.0,81.0,1,0,B,Yes,Pass
11.0,98.0,High,Yes,High,Yes,Male,25.0,2,7.0,1,94.0,52.0,1,2,D,Yes,Fail
11.0,98.0,High,Yes,High,Yes,Male,26.0,0,12.0,0,58.0,87.0,0,2,A,Yes,Pass
16.0,70.0,Medium,Yes,Medium,Yes,Male,28.0,2,7.0,1,94.0,84.0,1,0,B,Yes,Pass
16.0,70.0,Medium,Yes,Medium,Yes,Male,22.0,0,20.0,0,89.0,83.0,1,2,B,Yes,Pass
16.0,70.0,Medium,Yes,Medium,Yes,Male,19.0,2,20.0,1,53.0,86.0,1,2,A,Yes,Pass
16.0,70.0,High,Yes,High,Yes,Male,28.0,2,7.0,1,94.0,84.0,1,0,B,Yes,Pass
16.0,70.0,High,Yes,High,Yes,Male,22.0,0,20.0,0,89.0,83.0,1,2,B,Yes,Pass
16.0,70.0,High,Yes,High,Yes,Male,19.0,2,20.0,1,53.0,86.0,1,2,A,Yes,Pass
17.0,78.0,Medium,Yes,Medium,Yes,Female,24.0,1,14.0,1,84.0,59.0,0,0,C,Yes,Pass
17.0,78.0,Medium,Yes,Medium,Yes,Female,26.0,3,9.0,0,90.0,85.0,1,2,A,Yes,Pass
17.0,78.0,Medium,Yes,Medium,Yes,Female,29.0,1,20.0,1,58.0,85.0,0,2,A,Yes,Pass
17.0,78.0,High,No,Medium,Yes,Female,24.0,1,14.0,1,84.0,59.0,0,0,C,No,Pass
17.0,78.0,High,No,Medium,Yes,Female,26.0,3,9.0,0,90.0,85.0,1,2,A,No,Pass
17.0,78.0,High,No,Medium,Yes,Female,29.0,1,20.0,1,58.0,85.0,0,2,A,No,Pass
17.0,78.0,Medium,No,Medium,No,Female,24.0,1,14.0,1,84.0,59.0,0,0,C,No,Pass
17.0,78.0,Medium,No,Medium,No,Female,26.0,3,9.0,0,90.0,85.0,1,2,A,No,Pass
17.0,78.0,Medium,No,Medium,No,Female,29.0,1,20.0,1,58.0,85.0,0,2,A,No,Pass
17.0,78.0,Medium,Yes,Low,Yes,Female,24.0,1,14.0,1,84.0,59.0,0,0,C,Yes,Pass
17.0,78.0,Medium,Yes,Low,Yes,Female,26.0,3,9.0,0,90.0,85.0,1,2,A,Yes,Pass
17.0,78.0,Medium,Yes,Low,Yes,Female,29.0,1,20.0,1,58.0,85.0,0,2,A,Yes,Pass
26.0,61.0,Low,Yes,Medium,Yes,Female,28.0,2,20.0,0,69.0,99.0,1,2,A,Yes,Pass
26.0,61.0,Medium,Yes,High,Yes,Female,28.0,2,20.0,0,69.0,99.0,1,2,A,Yes,Pass
26.0,61.0,High,Yes,Medium,No,Female,28.0,2,20.0,0,69.0,99.0,1,2,A,Yes,Pass
22.0,86.0,Medium,Yes,Low,Yes,Male,23.0,0,9.0,0,60.0,47.0,1,2,D,Yes,Fail
22.0,86.0,Medium,Yes,Low,Yes,Male,24.0,3,6.0,1,73.0,55.0,1,2,C,Yes,Pass
22.0,86.0,Medium,Yes,Low,Yes,Male,19.0,1,8.0,0,100.0,87.0,1,0,A,Yes,Pass
22.0,86.0,Medium,Yes,Low,Yes,Male,24.0,3,7.0,1,86.0,96.0,1,2,A,Yes,Pass
22.0,86.0,Low,No,Medium,Yes,Male,23.0,0,9.0,0,60.0,47.0,1,2,D,No,Fail
22.0,86.0,Low,No,Medium,Yes,Male,24.0,3,6.0,1,73.0,55.0,1,2,C,No,Pass
22.0,86.0,Low,No,Medium,Yes,Male,19.0,1,8.0,0,100.0,87.0,1,0,A,No,Pass
22.0,86.0,Low,No,Medium,Yes,Male,24.0,3,7.0,1,86.0,96.0,1,2,A,No,Pass
22.0,86.0,Medium,Yes,High,Yes,Male,23.0,0,9.0,0,60.0,47.0,1,2,D,Yes,Fail
22.0,86.0,Medium,Yes,High,Yes,Male,24.0,3,6.0,1,73.0,55.0,1,2,C,Yes,Pass
22.0,86.0,Medium,Yes,High,Yes,Male,19.0,1,8.0,0,100.0,87.0,1,0,A,Yes,Pass
22.0,86.0,Medium,Yes,High,Yes,Male,24.0,3,7.0,1,86.0,96.0,1,2,A,Yes,Pass
22.0,86.0,Medium,Yes,Medium,Yes,Male,23.0,0,9.0,0,60.0,47.0,1,2,D,Yes,Fail
22.0,86.0,Medium,Yes,Medium,Yes,Male,24.0,3,6.0,1,73.0,55.0,1,2,C,Yes,Pass
22.0,86.0,Medium,Yes,Medium,Yes,Male,19.0,1,8.0,0,100.0,87.0,1,0,A,Yes,Pass
22.0,86.0,Medium,Yes,Medium,Yes,Male,24.0,3,7.0,1,86.0,96.0,1,2,A,Yes,Pass
22.0,86.0,Medium,No,Low,Yes,Male,23.0,0,9.0,0,60.0,47.0,1,2,D,No,Fail
22.0,86.0,Medium,No,Low,Yes,Male,24.0,3,6.0,1,73.0,55.0,1,2,C,No,Pass
22.0,86.0,Medium,No,Low,Yes,Male,19.0,1,8.0,0,100.0,87.0,1,0,A,No,Pass
22.0,86.0,Medium,No,Low,Yes,Male,24.0,3,7.0,1,86.0,96.0,1,2,A,No,Pass
22.0,86.0,Medium,No,High,Yes,Male,23.0,0,9.0,0,60.0,47.0,1,2,D,No,Fail
22.0,86.0,Medium,No,High,Yes,Male,24.0,3,6.0,1,73.0,55.0,1,2,C,No,Pass
22.0,86.0,Medium,No,High,Yes,Male,19.0,1,8.0,0,100.0,87.0,1,0,A,No,Pass
22.0,86.0,Medium,No,High,Yes,Male,24.0,3,7.0,1,86.0,96.0,1,2,A,No,Pass
9.0,77.0,Medium,No,Medium,Yes,Male,24.0,3,4.0,1,63.0,76.0,1,0,B,No,Pass
9.0,77.0,Medium,No,Medium,Yes,Male,18.0,2,3.0,1,61.0,65.0,1,0,C,No,Pass
9.0,77.0,Medium,No,Medium,Yes,Male,28.0,1,16.0,0,51.0,66.0,1,2,C,No,Pass
9.0,77.0,Medium,No,Low,Yes,Male,24.0,3,4.0,1,63.0,76.0,1,0,B,No,Pass
9.0,77.0,Medium,No,Low,Yes,Male,18.0,2,3.0,1,61.0,65.0,1,0,C,No,Pass
9.0,77.0,Medium,No,Low,Yes,Male,28.0,1,16.0,0,51.0,66.0,1,2,C,No,Pass
9.0,77.0,High,Yes,Medium,Yes,Male,24.0,3,4.0,1,63.0,76.0,1,0,B,Yes,Pass
9.0,77.0,High,Yes,Medium,Yes,Male,18.0,2,3.0,1,61.0,65.0,1,0,C,Yes,Pass
9.0,77.0,High,Yes,Medium,Yes,Male,28.0,1,16.0,0,51.0,66.0,1,2,C,Yes,Pass
9.0,77.0,Low,No,Medium,Yes,Male,24.0,3,4.0,1,63.0,76.0,1,0,B,No,Pass
9.0,77.0,Low,No,Medium,Yes,Male,18.0,2,3.0,1,61.0,65.0,1,0,C,No,Pass
9.0,77.0,Low,No,Medium,Yes,Male,28.0,1,16.0,0,51.0,66.0,1,2,C,No,Pass
22.0,71.0,Medium,Yes,Low,Yes,Male,20.0,0,18.0,0,71.0,52.0,1,2,D,Yes,Fail
22.0,71.0,Medium,No,High,Yes,Male,20.0,0,18.0,0,71.0,52.0,1,2,D,No,Fail
22.0,71.0,Medium,No,Low,Yes,Male,20.0,0,18.0,0,71.0,52.0,1,2,D,No,Fail
22.0,71.0,Medium,Yes,Medium,Yes,Male,20.0,0,18.0,0,71.0,52.0,1,2,D,Yes,Fail
22.0,71.0,High,Yes,Medium,Yes,Male,20.0,0,18.0,0,71.0,52.0,1,2,D,Yes,Fail
22.0,71.0,Low,Yes,Medium,Yes,Male,20.0,0,18.0,0,71.0,52.0,1,2,D,Yes,Fail
18.0,68.0,Medium,No,Medium,Yes,Male,26.0,0,20.0,0,93.0,92.0,0,2,A,No,Pass
18.0,68.0,Medium,No,Medium,Yes,Male,18.0,3,20.0,0,55.0,98.0,0,0,A,No,Pass
18.0,68.0,High,No,Low,Yes,Male,26.0,0,20.0,0,93.0,92.0,0,2,A,No,Pass
18.0,68.0,High,No,Low,Yes,Male,18.0,3,20.0,0,55.0,98.0,0,0,A,No,Pass
18.0,68.0,High,Yes,Low,Yes,Male,26.0,0,20.0,0,93.0,92.0,0,2,A,Yes,Pass
18.0,68.0,High,Yes,Low,Yes,Male,18.0,3,20.0,0,55.0,98.0,0,0,A,Yes,Pass
18.0,68.0,High,Yes,High,Yes,Male,26.0,0,20.0,0,93.0,92.0,0,2,A,Yes,Pass
18.0,68.0,High,Yes,High,Yes,Male,18.0,3,20.0,0,55.0,98.0,0,0,A,Yes,Pass
18.0,68.0,Medium,Yes,High,Yes,Male,26.0,0,20.0,0,93.0,92.0,0,2,A,Yes,Pass
18.0,68.0,Medium,Yes,High,Yes,Male,18.0,3,20.0,0,55.0,98.0,0,0,A,Yes,Pass
18.0,68.0,Low,Yes,Medium,Yes,Male,26.0,0,20.0,0,93.0,92.0,0,2,A,Yes,Pass
18.0,68.0,Low,Yes,Medium,Yes,Male,18.0,3,20.0,0,55.0,98.0,0,0,A,Yes,Pass
18.0,68.0,High,No,Medium,Yes,Male,26.0,0,20.0,0,93.0,92.0,0,2,A,No,Pass
18.0,68.0,High,No,Medium,Yes,Male,18.0,3,20.0,0,55.0,98.0,0,0,A,No,Pass
16.0,86.0,Medium,Yes,Medium,Yes,Male,26.0,1,10.0,1,92.0,94.0,1,1,A,Yes,Pass
16.0,86.0,Medium,Yes,Medium,Yes,Male,18.0,2,15.0,1,100.0,98.0,1,1,A,Yes,Pass
16.0,86.0,Medium,Yes,Medium,Yes,Male,29.0,1,15.0,0,60.0,92.0,1,2,A,Yes,Pass
16.0,86.0,High,No,Medium,Yes,Male,26.0,1,10.0,1,92.0,94.0,1,1,A,No,Pass
16.0,86.0,High,No,Medium,Yes,Male,18.0,2,15.0,1,100.0,98.0,1,1,A,No,Pass
16.0,86.0,High,No,Medium,Yes,Male,29.0,1,15.0,0,60.0,92.0,1,2,A,No,Pass
16.0,86.0,Medium,Yes,Low,Yes,Male,26.0,1,10.0,1,92.0,94.0,1,1,A,Yes,Pass
16.0,86.0,Medium,Yes,Low,Yes,Male,18.0,2,15.0,1,100.0,98.0,1,1,A,Yes,Pass
16.0,86.0,Medium,Yes,Low,Yes,Male,29.0,1,15.0,0,60.0,92.0,1,2,A,Yes,Pass
16.0,86.0,Medium,Yes,High,Yes,Male,26.0,1,10.0,1,92.0,94.0,1,1,A,Yes,Pass
16.0,86.0,Medium,Yes,High,Yes,Male,18.0,2,15.0,1,100.0,98.0,1,1,A,Yes,Pass
16.0,86.0,Medium,Yes,High,Yes,Male,29.0,1,15.0,0,60.0,92.0,1,2,A,Yes,Pass
16.0,86.0,Medium,No,High,Yes,Male,26.0,1,10.0,1,92.0,94.0,1,1,A,No,Pass
16.0,86.0,Medium,No,High,Yes,Male,18.0,2,15.0,1,100.0,98.0,1,1,A,No,Pass
16.0,86.0,Medium,No,High,Yes,Male,29.0,1,15.0,0,60.0,92.0,1,2,A,No,Pass
16.0,86.0,Low,No,Low,Yes,Male,26.0,1,10.0,1,92.0,94.0,1,1,A,No,Pass
16.0,86.0,Low,No,Low,Yes,Male,18.0,2,15.0,1,100.0,98.0,1,1,A,No,Pass
16.0,86.0,Low,No,Low,Yes,Male,29.0,1,15.0,0,60.0,92.0,1,2,A,No,Pass
24.0,77.0,Low,No,Medium,Yes,Female,22.0,0,13.0,1,99.0,66.0,0,0,C,No,Pass
24.0,77.0,Low,No,Medium,Yes,Female,19.0,1,13.0,0,82.0,51.0,1,2,D,No,Fail
24.0,77.0,Low,No,Medium,Yes,Female,26.0,3,16.0,0,76.0,62.0,1,0,C,No,Pass
24.0,77.0,Low,No,Medium,Yes,Female,19.0,2,10.0,1,71.0,62.0,0,1,C,No,Pass
24.0,77.0,High,No,High,Yes,Female,22.0,0,13.0,1,99.0,66.0,0,0,C,No,Pass
24.0,77.0,High,No,High,Yes,Female,19.0,1,13.0,0,82.0,51.0,1,2,D,No,Fail
24.0,77.0,High,No,High,Yes,Female,26.0,3,16.0,0,76.0,62.0,1,0,C,No,Pass
24.0,77.0,High,No,High,Yes,Female,19.0,2,10.0,1,71.0,62.0,0,1,C,No,Pass
24.0,77.0,Medium,No,High,Yes,Female,22.0,0,13.0,1,99.0,66.0,0,0,C,No,Pass
24.0,77.0,Medium,No,High,Yes,Female,19.0,1,13.0,0,82.0,51.0,1,2,D,No,Fail
24.0,77.0,Medium,No,High,Yes,Female,26.0,3,16.0,0,76.0,62.0,1,0,C,No,Pass
24.0,77.0,Medium,No,High,Yes,Female,19.0,2,10.0,1,71.0,62.0,0,1,C,No,Pass
26.0,67.0,High,Yes,Low,Yes,Female,26.0,1,0.0,1,91.0,82.0,0,0,B,Yes,Pass
26.0,67.0,High,Yes,Low,Yes,Female,18.0,0,15.0,0,75.0,43.0,1,1,D,Yes,Fail
26.0,67.0,High,Yes,Low,Yes,Female,19.0,0,0.0,1,100.0,63.0,1,2,C,Yes,Pass
26.0,67.0,High,No,Medium,Yes,Female,26.0,1,0.0,1,91.0,82.0,0,0,B,No,Pass
26.0,67.0,High,No,Medium,Yes,Female,18.0,0,15.0,0,75.0,43.0,1,1,D,No,Fail
26.0,67.0,High,No,Medium,Yes,Female,19.0,0,0.0,1,100.0,63.0,1,2,C,No,Pass
26.0,67.0,Medium,Yes,Medium,Yes,Female,26.0,1,0.0,1,91.0,82.0,0,0,B,Yes,Pass
26.0,67.0,Medium,Yes,Medium,Yes,Female,18.0,0,15.0,0,75.0,43.0,1,1,D,Yes,Fail
26.0,67.0,Medium,Yes,Medium,Yes,Female,19.0,0,0.0,1,100.0,63.0,1,2,C,Yes,Pass
26.0,67.0,Medium,No,Medium,Yes,Female,26.0,1,0.0,1,91.0,82.0,0,0,B,No,Pass
26.0,67.0,Medium,No,Medium,Yes,Female,18.0,0,15.0,0,75.0,43.0,1,1,D,No,Fail
26.0,67.0,Medium,No,Medium,Yes,Female,19.0,0,0.0,1,100.0,63.0,1,2,C,No,Pass
26.0,67.0,Low,Yes,Medium,Yes,Female,26.0,1,0.0,1,91.0,82.0,0,0,B,Yes,Pass
26.0,67.0,Low,Yes,Medium,Yes,Female,18.0,0,15.0,0,75.0,43.0,1,1,D,Yes,Fail
26.0,67.0,Low,Yes,Medium,Yes,Female,19.0,0,0.0,1,100.0,63.0,1,2,C,Yes,Pass
26.0,88.0,High,Yes,Medium,Yes,Male,28.0,3,4.0,1,98.0,62.0,1,1,C,Yes,Pass
26.0,88.0,High,Yes,Medium,Yes,Male,19.0,1,9.0,0,55.0,50.0,1,2,D,Yes,Fail
26.0,88.0,High,Yes,Medium,Yes,Male,28.0,2,4.0,1,54.0,54.0,1,2,D,Yes,Fail
26.0,88.0,Low,No,Low,Yes,Male,28.0,3,4.0,1,98.0,62.0,1,1,C,No,Pass
26.0,88.0,Low,No,Low,Yes,Male,19.0,1,9.0,0,55.0,50.0,1,2,D,No,Fail
26.0,88.0,Low,No,Low,Yes,Male,28.0,2,4.0,1,54.0,54.0,1,2,D,No,Fail
26.0,88.0,High,No,Medium,Yes,Male,28.0,3,4.0,1,98.0,62.0,1,1,C,No,Pass
26.0,88.0,High,No,Medium,Yes,Male,19.0,1,9.0,0,55.0,50.0,1,2,D,No,Fail
26.0,88.0,High,No,Medium,Yes,Male,28.0,2,4.0,1,54.0,54.0,1,2,D,No,Fail
26.0,88.0,Medium,Yes,Medium,Yes,Male,28.0,3,4.0,1,98.0,62.0,1,1,C,Yes,Pass
26.0,88.0,Medium,Yes,Medium,Yes,Male,19.0,1,9.0,0,55.0,50.0,1,2,D,Yes,Fail
26.0,88.0,Medium,Yes,Medium,Yes,Male,28.0,2,4.0,1,54.0,54.0,1,2,D,Yes,Fail
15.0,83.0,High,No,Low,No,Female,20.0,1,5.0,0,50.0,93.0,1,1,A,No,Pass
15.0,83.0,High,No,Low,No,Female,22.0,2,9.0,1,69.0,64.0,1,1,C,No,Pass
15.0,83.0,Low,Yes,Medium,Yes,Female,20.0,1,5.0,0,50.0,93.0,1,1,A,Yes,Pass
15.0,83.0,Low,Yes,Medium,Yes,Female,22.0,2,9.0,1,69.0,64.0,1,1,C,Yes,Pass
15.0,83.0,Medium,No,Medium,Yes,Female,20.0,1,5.0,0,50.0,93.0,1,1,A,No,Pass
15.0,83.0,Medium,No,Medium,Yes,Female,22.0,2,9.0,1,69.0,64.0,1,1,C,No,Pass
15.0,83.0,High,Yes,Medium,Yes,Female,20.0,1,5.0,0,50.0,93.0,1,1,A,Yes,Pass
15.0,83.0,High,Yes,Medium,Yes,Female,22.0,2,9.0,1,69.0,64.0,1,1,C,Yes,Pass
15.0,83.0,High,No,Low,Yes,Female,20.0,1,5.0,0,50.0,93.0,1,1,A,No,Pass
15.0,83.0,High,No,Low,Yes,Female,22.0,2,9.0,1,69.0,64.0,1,1,C,No,Pass
15.0,83.0,Low,Yes,Low,Yes,Female,20.0,1,5.0,0,50.0,93.0,1,1,A,Yes,Pass
15.0,83.0,Low,Yes,Low,Yes,Female,22.0,2,9.0,1,69.0,64.0,1,1,C,Yes,Pass
22.0,65.0,Low,No,Medium,Yes,Female,24.0,0,11.0,1,79.0,42.0,1,2,D,No,Fail
22.0,65.0,High,Yes,Medium,Yes,Female,24.0,0,11.0,1,79.0,42.0,1,2,D,Yes,Fail
22.0,65.0,Medium,Yes,Low,Yes,Female,24.0,0,11.0,1,79.0,42.0,1,2,D,Yes,Fail
22.0,65.0,Medium,No,Low,Yes,Female,24.0,0,11.0,1,79.0,42.0,1,2,D,No,Fail
22.0,65.0,Medium,Yes,High,Yes,Female,24.0,0,11.0,1,79.0,42.0,1,2,D,Yes,Fail
22.0,65.0,Medium,No,High,Yes,Female,24.0,0,11.0,1,79.0,42.0,1,2,D,No,Fail
26.0,91.0,Low,Yes,Medium,Yes,Male,21.0,0,5.0,1,95.0,69.0,0,1,C,Yes,Pass
26.0,91.0,Low,Yes,Medium,Yes,Male,23.0,3,18.0,0,54.0,88.0,0,2,A,Yes,Pass
