,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,ActiveLearner,PassStatus
259,18.0,66.0,Medium,Yes,Medium,Yes,Male,27.0,2,11.0,0,57.0,60.0,1,0,C,Yes,Pass
260,16.0,83.0,Medium,No,Medium,Yes,Female,27.0,1,12.0,1,52.0,66.0,0,1,C,No,Pass
261,16.0,83.0,Medium,No,Medium,Yes,Female,26.0,1,0.0,0,96.0,56.0,1,0,C,No,Pass
262,16.0,83.0,High,Yes,Low,Yes,Female,27.0,1,12.0,1,52.0,66.0,0,1,C,Yes,Pass
263,16.0,83.0,High,Yes,Low,Yes,Female,26.0,1,0.0,0,96.0,56.0,1,0,C,Yes,Pass
264,16.0,83.0,Medium,Yes,Medium,Yes,Female,27.0,1,12.0,1,52.0,66.0,0,1,C,Yes,Pass
265,16.0,83.0,Medium,Yes,Medium,Yes,Female,26.0,1,0.0,0,96.0,56.0,1,0,C,Yes,Pass
268,16.0,83.0,Medium,Yes,High,Yes,Female,27.0,1,12.0,1,52.0,66.0,0,1,C,Yes,Pass
269,16.0,83.0,Medium,Yes,High,Yes,Female,26.0,1,0.0,0,96.0,56.0,1,0,C,Yes,Pass
272,16.0,83.0,Medium,Yes,Low,Yes,Female,27.0,1,12.0,1,52.0,66.0,0,1,C,Yes,Pass
273,16.0,83.0,Medium,Yes,Low,Yes,Female,26.0,1,0.0,0,96.0,56.0,1,0,C,Yes,Pass
274,16.0,83.0,Medium,No,Low,Yes,Female,27.0,1,12.0,1,52.0,66.0,0,1,C,No,Pass
275,16.0,83.0,Medium,No,Low,Yes,Female,26.0,1,0.0,0,96.0,56.0,1,0,C,No,Pass
276,31.0,70.0,High,Yes,Medium,Yes,Male,28.0,2,1.0,0,52.0,71.0,1,2,B,Yes,Pass
277,20.0,69.0,Medium,Yes,Medium,Yes,Male,21.0,3,3.0,1,87.0,79.0,1,0,B,Yes,Pass
278,20.0,69.0,Medium,Yes,Medium,Yes,Male,18.0,3,9.0,0,82.0,97.0,0,2,A,Yes,Pass
279,20.0,69.0,High,Yes,Medium,Yes,Male,21.0,3,3.0,1,87.0,79.0,1,0,B,Yes,Pass
280,20.0,69.0,High,Yes,Medium,Yes,Male,18.0,3,9.0,0,82.0,97.0,0,2,A,Yes,Pass
281,20.0,69.0,High,No,Low,Yes,Male,21.0,3,3.0,1,87.0,79.0,1,0,B,No,Pass
282,20.0,69.0,High,No,Low,Yes,Male,18.0,3,9.0,0,82.0,97.0,0,2,A,No,Pass
283,20.0,69.0,Medium,Yes,High,Yes,Male,21.0,3,3.0,1,87.0,79.0,1,0,B,Yes,Pass
284,20.0,69.0,Medium,Yes,High,Yes,Male,18.0,3,9.0,0,82.0,97.0,0,2,A,Yes,Pass
285,14.0,60.0,Medium,No,Medium,Yes,Female,18.0,0,6.0,0,88.0,52.0,1,2,D,No,Fail
286,14.0,60.0,Low,Yes,Low,Yes,Female,18.0,0,6.0,0,88.0,52.0,1,2,D,Yes,Fail
287,25.0,65.0,Medium,No,Medium,Yes,Female,25.0,3,0.0,1,62.0,51.0,0,1,D,No,Fail
288,25.0,65.0,Medium,No,Medium,Yes,Female,28.0,3,12.0,1,100.0,55.0,1,0,C,No,Pass
289,25.0,65.0,High,Yes,High,Yes,Female,25.0,3,0.0,1,62.0,51.0,0,1,D,Yes,Fail
290,25.0,65.0,High,Yes,High,Yes,Female,28.0,3,12.0,1,100.0,55.0,1,0,C,Yes,Pass
291,25.0,65.0,Low,Yes,Medium,Yes,Female,25.0,3,0.0,1,62.0,51.0,0,1,D,Yes,Fail
292,25.0,65.0,Low,Yes,Medium,Yes,Female,28.0,3,12.0,1,100.0,55.0,1,0,C,Yes,Pass
293,25.0,65.0,Medium,Yes,Medium,Yes,Female,25.0,3,0.0,1,62.0,51.0,0,1,D,Yes,Fail
294,25.0,65.0,Medium,Yes,Medium,Yes,Female,28.0,3,12.0,1,100.0,55.0,1,0,C,Yes,Pass
297,25.0,65.0,High,Yes,Low,No,Female,25.0,3,0.0,1,62.0,51.0,0,1,D,Yes,Fail
298,25.0,65.0,High,Yes,Low,No,Female,28.0,3,12.0,1,100.0,55.0,1,0,C,Yes,Pass
299,21.0,65.0,Low,Yes,Low,Yes,Female,20.0,3,1.0,1,54.0,54.0,1,0,D,Yes,Fail
300,21.0,65.0,Low,Yes,Low,Yes,Female,24.0,1,2.0,1,96.0,78.0,0,2,B,Yes,Pass
301,21.0,65.0,High,Yes,Low,No,Female,20.0,3,1.0,1,54.0,54.0,1,0,D,Yes,Fail
302,21.0,65.0,High,Yes,Low,No,Female,24.0,1,2.0,1,96.0,78.0,0,2,B,Yes,Pass
303,8.0,99.0,Medium,No,Low,Yes,Female,28.0,2,9.0,1,99.0,97.0,0,1,A,No,Pass
304,8.0,99.0,Medium,No,Low,Yes,Female,23.0,1,4.0,1,89.0,54.0,1,1,D,No,Fail
305,8.0,99.0,Medium,No,Low,Yes,Female,20.0,3,6.0,1,59.0,91.0,0,0,A,No,Pass
306,8.0,99.0,High,Yes,Medium,Yes,Female,28.0,2,9.0,1,99.0,97.0,0,1,A,Yes,Pass
307,8.0,99.0,High,Yes,Medium,Yes,Female,23.0,1,4.0,1,89.0,54.0,1,1,D,Yes,Fail
308,8.0,99.0,High,Yes,Medium,Yes,Female,20.0,3,6.0,1,59.0,91.0,0,0,A,Yes,Pass
309,12.0,72.0,Medium,Yes,Medium,Yes,Female,28.0,1,15.0,1,58.0,100.0,0,1,A,Yes,Pass
310,12.0,72.0,Medium,Yes,Medium,Yes,Female,26.0,2,20.0,1,51.0,42.0,1,2,D,Yes,Fail
311,12.0,72.0,Medium,Yes,Medium,Yes,Female,29.0,1,5.0,0,61.0,73.0,1,1,B,Yes,Pass
312,12.0,72.0,Low,Yes,High,Yes,Female,28.0,1,15.0,1,58.0,100.0,0,1,A,Yes,Pass
313,12.0,72.0,Low,Yes,High,Yes,Female,26.0,2,20.0,1,51.0,42.0,1,2,D,Yes,Fail
314,12.0,72.0,Low,Yes,High,Yes,Female,29.0,1,5.0,0,61.0,73.0,1,1,B,Yes,Pass
315,12.0,72.0,Medium,No,High,Yes,Female,28.0,1,15.0,1,58.0,100.0,0,1,A,No,Pass
316,12.0,72.0,Medium,No,High,Yes,Female,26.0,2,20.0,1,51.0,42.0,1,2,D,No,Fail
317,12.0,72.0,Medium,No,High,Yes,Female,29.0,1,5.0,0,61.0,73.0,1,1,B,No,Pass
321,12.0,72.0,Medium,No,Low,Yes,Female,28.0,1,15.0,1,58.0,100.0,0,1,A,No,Pass
322,12.0,72.0,Medium,No,Low,Yes,Female,26.0,2,20.0,1,51.0,42.0,1,2,D,No,Fail
323,12.0,72.0,Medium,No,Low,Yes,Female,29.0,1,5.0,0,61.0,73.0,1,1,B,No,Pass
324,21.0,65.0,Medium,Yes,Low,Yes,Male,21.0,0,0.0,0,93.0,95.0,1,1,A,Yes,Pass
325,21.0,65.0,Low,Yes,High,No,Male,21.0,0,0.0,0,93.0,95.0,1,1,A,Yes,Pass
326,21.0,65.0,Medium,No,High,Yes,Male,21.0,0,0.0,0,93.0,95.0,1,1,A,No,Pass
327,21.0,65.0,High,No,Low,Yes,Male,21.0,0,0.0,0,93.0,95.0,1,1,A,No,Pass
328,21.0,65.0,Medium,Yes,Medium,Yes,Male,21.0,0,0.0,0,93.0,95.0,1,1,A,Yes,Pass
329,21.0,65.0,Medium,No,Medium,Yes,Male,21.0,0,0.0,0,93.0,95.0,1,1,A,No,Pass
330,21.0,65.0,High,Yes,High,Yes,Male,21.0,0,0.0,0,93.0,95.0,1,1,A,Yes,Pass
331,21.0,65.0,High,No,Medium,Yes,Male,21.0,0,0.0,0,93.0,95.0,1,1,A,No,Pass
332,24.0,68.0,Medium,No,Low,Yes,Male,29.0,2,13.0,1,78.0,61.0,1,1,C,No,Pass
333,24.0,68.0,Medium,No,Medium,Yes,Male,29.0,2,13.0,1,78.0,61.0,1,1,C,No,Pass
334,24.0,68.0,Medium,Yes,High,Yes,Male,29.0,2,13.0,1,78.0,61.0,1,1,C,Yes,Pass
335,24.0,68.0,Medium,Yes,Low,Yes,Male,29.0,2,13.0,1,78.0,61.0,1,1,C,Yes,Pass
336,24.0,68.0,High,Yes,Low,Yes,Male,29.0,2,13.0,1,78.0,61.0,1,1,C,Yes,Pass
337,24.0,68.0,Medium,Yes,Medium,Yes,Male,29.0,2,13.0,1,78.0,61.0,1,1,C,Yes,Pass
338,24.0,68.0,Medium,Yes,Medium,No,Male,29.0,2,13.0,1,78.0,61.0,1,1,C,Yes,Pass
339,24.0,68.0,Low,Yes,Low,Yes,Male,29.0,2,13.0,1,78.0,61.0,1,1,C,Yes,Pass
340,21.0,84.0,Medium,Yes,Low,Yes,Female,23.0,0,11.0,0,79.0,56.0,1,2,C,Yes,Pass
341,21.0,84.0,Low,No,Low,Yes,Female,23.0,0,11.0,0,79.0,56.0,1,2,C,No,Pass
342,21.0,84.0,Medium,No,Medium,Yes,Female,23.0,0,11.0,0,79.0,56.0,1,2,C,No,Pass
343,21.0,84.0,High,Yes,Low,Yes,Female,23.0,0,11.0,0,79.0,56.0,1,2,C,Yes,Pass
344,21.0,84.0,Low,Yes,Low,Yes,Female,23.0,0,11.0,0,79.0,56.0,1,2,C,Yes,Pass
345,18.0,94.0,High,Yes,Medium,Yes,Male,21.0,0,0.0,1,83.0,93.0,1,2,A,Yes,Pass
346,18.0,94.0,High,Yes,Medium,Yes,Male,29.0,1,17.0,1,55.0,51.0,1,2,D,Yes,Fail
347,18.0,94.0,Medium,Yes,High,Yes,Male,21.0,0,0.0,1,83.0,93.0,1,2,A,Yes,Pass
348,18.0,94.0,Medium,Yes,High,Yes,Male,29.0,1,17.0,1,55.0,51.0,1,2,D,Yes,Fail
349,18.0,94.0,High,Yes,Low,Yes,Male,21.0,0,0.0,1,83.0,93.0,1,2,A,Yes,Pass
350,18.0,94.0,High,Yes,Low,Yes,Male,29.0,1,17.0,1,55.0,51.0,1,2,D,Yes,Fail
351,18.0,94.0,Medium,Yes,Medium,Yes,Male,21.0,0,0.0,1,83.0,93.0,1,2,A,Yes,Pass
352,18.0,94.0,Medium,Yes,Medium,Yes,Male,29.0,1,17.0,1,55.0,51.0,1,2,D,Yes,Fail
353,18.0,94.0,Medium,No,Low,Yes,Male,21.0,0,0.0,1,83.0,93.0,1,2,A,No,Pass
354,18.0,94.0,Medium,No,Low,Yes,Male,29.0,1,17.0,1,55.0,51.0,1,2,D,No,Fail
355,18.0,94.0,Medium,Yes,Low,No,Male,21.0,0,0.0,1,83.0,93.0,1,2,A,Yes,Pass
356,18.0,94.0,Medium,Yes,Low,No,Male,29.0,1,17.0,1,55.0,51.0,1,2,D,Yes,Fail
359,11.0,98.0,Medium,Yes,Low,Yes,Male,25.0,0,11.0,0,77.0,81.0,1,0,B,Yes,Pass
360,11.0,98.0,Medium,Yes,Low,Yes,Male,25.0,2,7.0,1,94.0,52.0,1,2,D,Yes,Fail
361,11.0,98.0,Medium,Yes,Low,Yes,Male,26.0,0,12.0,0,58.0,87.0,0,2,A,Yes,Pass
362,11.0,98.0,High,Yes,High,Yes,Male,25.0,0,11.0,0,77.0,81.0,1,0,B,Yes,Pass
363,11.0,98.0,High,Yes,High,Yes,Male,25.0,2,7.0,1,94.0,52.0,1,2,D,Yes,Fail
364,11.0,98.0,High,Yes,High,Yes,Male,26.0,0,12.0,0,58.0,87.0,0,2,A,Yes,Pass
365,16.0,70.0,Medium,Yes,Medium,Yes,Male,28.0,2,7.0,1,94.0,84.0,1,0,B,Yes,Pass
366,16.0,70.0,Medium,Yes,Medium,Yes,Male,22.0,0,20.0,0,89.0,83.0,1,2,B,Yes,Pass
367,16.0,70.0,Medium,Yes,Medium,Yes,Male,19.0,2,20.0,1,53.0,86.0,1,2,A,Yes,Pass
368,16.0,70.0,High,Yes,High,Yes,Male,28.0,2,7.0,1,94.0,84.0,1,0,B,Yes,Pass
369,16.0,70.0,High,Yes,High,Yes,Male,22.0,0,20.0,0,89.0,83.0,1,2,B,Yes,Pass
370,16.0,70.0,High,Yes,High,Yes,Male,19.0,2,20.0,1,53.0,86.0,1,2,A,Yes,Pass
374,17.0,78.0,Medium,Yes,Medium,Yes,Female,24.0,1,14.0,1,84.0,59.0,0,0,C,Yes,Pass
375,17.0,78.0,Medium,Yes,Medium,Yes,Female,26.0,3,9.0,0,90.0,85.0,1,2,A,Yes,Pass
376,17.0,78.0,Medium,Yes,Medium,Yes,Female,29.0,1,20.0,1,58.0,85.0,0,2,A,Yes,Pass
377,17.0,78.0,High,No,Medium,Yes,Female,24.0,1,14.0,1,84.0,59.0,0,0,C,No,Pass
378,17.0,78.0,High,No,Medium,Yes,Female,26.0,3,9.0,0,90.0,85.0,1,2,A,No,Pass
379,17.0,78.0,High,No,Medium,Yes,Female,29.0,1,20.0,1,58.0,85.0,0,2,A,No,Pass
383,17.0,78.0,Medium,No,Medium,No,Female,24.0,1,14.0,1,84.0,59.0,0,0,C,No,Pass
384,17.0,78.0,Medium,No,Medium,No,Female,26.0,3,9.0,0,90.0,85.0,1,2,A,No,Pass
385,17.0,78.0,Medium,No,Medium,No,Female,29.0,1,20.0,1,58.0,85.0,0,2,A,No,Pass
386,17.0,78.0,Medium,Yes,Low,Yes,Female,24.0,1,14.0,1,84.0,59.0,0,0,C,Yes,Pass
387,17.0,78.0,Medium,Yes,Low,Yes,Female,26.0,3,9.0,0,90.0,85.0,1,2,A,Yes,Pass
388,17.0,78.0,Medium,Yes,Low,Yes,Female,29.0,1,20.0,1,58.0,85.0,0,2,A,Yes,Pass
389,26.0,61.0,Low,Yes,Medium,Yes,Female,28.0,2,20.0,0,69.0,99.0,1,2,A,Yes,Pass
390,26.0,61.0,Medium,Yes,High,Yes,Female,28.0,2,20.0,0,69.0,99.0,1,2,A,Yes,Pass
391,26.0,61.0,High,Yes,Medium,No,Female,28.0,2,20.0,0,69.0,99.0,1,2,A,Yes,Pass
392,22.0,86.0,Medium,Yes,Low,Yes,Male,23.0,0,9.0,0,60.0,47.0,1,2,D,Yes,Fail
393,22.0,86.0,Medium,Yes,Low,Yes,Male,24.0,3,6.0,1,73.0,55.0,1,2,C,Yes,Pass
394,22.0,86.0,Medium,Yes,Low,Yes,Male,19.0,1,8.0,0,100.0,87.0,1,0,A,Yes,Pass
395,22.0,86.0,Medium,Yes,Low,Yes,Male,24.0,3,7.0,1,86.0,96.0,1,2,A,Yes,Pass
396,22.0,86.0,Low,No,Medium,Yes,Male,23.0,0,9.0,0,60.0,47.0,1,2,D,No,Fail
397,22.0,86.0,Low,No,Medium,Yes,Male,24.0,3,6.0,1,73.0,55.0,1,2,C,No,Pass
398,22.0,86.0,Low,No,Medium,Yes,Male,19.0,1,8.0,0,100.0,87.0,1,0,A,No,Pass
399,22.0,86.0,Low,No,Medium,Yes,Male,24.0,3,7.0,1,86.0,96.0,1,2,A,No,Pass
400,22.0,86.0,Medium,Yes,High,Yes,Male,23.0,0,9.0,0,60.0,47.0,1,2,D,Yes,Fail
401,22.0,86.0,Medium,Yes,High,Yes,Male,24.0,3,6.0,1,73.0,55.0,1,2,C,Yes,Pass
402,22.0,86.0,Medium,Yes,High,Yes,Male,19.0,1,8.0,0,100.0,87.0,1,0,A,Yes,Pass
403,22.0,86.0,Medium,Yes,High,Yes,Male,24.0,3,7.0,1,86.0,96.0,1,2,A,Yes,Pass
404,22.0,86.0,Medium,Yes,Medium,Yes,Male,23.0,0,9.0,0,60.0,47.0,1,2,D,Yes,Fail
405,22.0,86.0,Medium,Yes,Medium,Yes,Male,24.0,3,6.0,1,73.0,55.0,1,2,C,Yes,Pass
406,22.0,86.0,Medium,Yes,Medium,Yes,Male,19.0,1,8.0,0,100.0,87.0,1,0,A,Yes,Pass
407,22.0,86.0,Medium,Yes,Medium,Yes,Male,24.0,3,7.0,1,86.0,96.0,1,2,A,Yes,Pass
408,22.0,86.0,Medium,No,Low,Yes,Male,23.0,0,9.0,0,60.0,47.0,1,2,D,No,Fail
409,22.0,86.0,Medium,No,Low,Yes,Male,24.0,3,6.0,1,73.0,55.0,1,2,C,No,Pass
410,22.0,86.0,Medium,No,Low,Yes,Male,19.0,1,8.0,0,100.0,87.0,1,0,A,No,Pass
411,22.0,86.0,Medium,No,Low,Yes,Male,24.0,3,7.0,1,86.0,96.0,1,2,A,No,Pass
416,22.0,86.0,Medium,No,High,Yes,Male,23.0,0,9.0,0,60.0,47.0,1,2,D,No,Fail
417,22.0,86.0,Medium,No,High,Yes,Male,24.0,3,6.0,1,73.0,55.0,1,2,C,No,Pass
418,22.0,86.0,Medium,No,High,Yes,Male,19.0,1,8.0,0,100.0,87.0,1,0,A,No,Pass
419,22.0,86.0,Medium,No,High,Yes,Male,24.0,3,7.0,1,86.0,96.0,1,2,A,No,Pass
424,9.0,77.0,Medium,No,Medium,Yes,Male,24.0,3,4.0,1,63.0,76.0,1,0,B,No,Pass
425,9.0,77.0,Medium,No,Medium,Yes,Male,18.0,2,3.0,1,61.0,65.0,1,0,C,No,Pass
426,9.0,77.0,Medium,No,Medium,Yes,Male,28.0,1,16.0,0,51.0,66.0,1,2,C,No,Pass
427,9.0,77.0,Medium,No,Low,Yes,Male,24.0,3,4.0,1,63.0,76.0,1,0,B,No,Pass
428,9.0,77.0,Medium,No,Low,Yes,Male,18.0,2,3.0,1,61.0,65.0,1,0,C,No,Pass
429,9.0,77.0,Medium,No,Low,Yes,Male,28.0,1,16.0,0,51.0,66.0,1,2,C,No,Pass
430,9.0,77.0,High,Yes,Medium,Yes,Male,24.0,3,4.0,1,63.0,76.0,1,0,B,Yes,Pass
431,9.0,77.0,High,Yes,Medium,Yes,Male,18.0,2,3.0,1,61.0,65.0,1,0,C,Yes,Pass
432,9.0,77.0,High,Yes,Medium,Yes,Male,28.0,1,16.0,0,51.0,66.0,1,2,C,Yes,Pass
433,9.0,77.0,Low,No,Medium,Yes,Male,24.0,3,4.0,1,63.0,76.0,1,0,B,No,Pass
434,9.0,77.0,Low,No,Medium,Yes,Male,18.0,2,3.0,1,61.0,65.0,1,0,C,No,Pass
435,9.0,77.0,Low,No,Medium,Yes,Male,28.0,1,16.0,0,51.0,66.0,1,2,C,No,Pass
436,22.0,71.0,Medium,Yes,Low,Yes,Male,20.0,0,18.0,0,71.0,52.0,1,2,D,Yes,Fail
437,22.0,71.0,Medium,No,High,Yes,Male,20.0,0,18.0,0,71.0,52.0,1,2,D,No,Fail
438,22.0,71.0,Medium,No,Low,Yes,Male,20.0,0,18.0,0,71.0,52.0,1,2,D,No,Fail
439,22.0,71.0,Medium,Yes,Medium,Yes,Male,20.0,0,18.0,0,71.0,52.0,1,2,D,Yes,Fail
440,22.0,71.0,High,Yes,Medium,Yes,Male,20.0,0,18.0,0,71.0,52.0,1,2,D,Yes,Fail
441,22.0,71.0,Low,Yes,Medium,Yes,Male,20.0,0,18.0,0,71.0,52.0,1,2,D,Yes,Fail
443,18.0,68.0,Medium,No,Medium,Yes,Male,26.0,0,20.0,0,93.0,92.0,0,2,A,No,Pass
444,18.0,68.0,Medium,No,Medium,Yes,Male,18.0,3,20.0,0,55.0,98.0,0,0,A,No,Pass
445,18.0,68.0,High,No,Low,Yes,Male,26.0,0,20.0,0,93.0,92.0,0,2,A,No,Pass
446,18.0,68.0,High,No,Low,Yes,Male,18.0,3,20.0,0,55.0,98.0,0,0,A,No,Pass
447,18.0,68.0,High,Yes,Low,Yes,Male,26.0,0,20.0,0,93.0,92.0,0,2,A,Yes,Pass
448,18.0,68.0,High,Yes,Low,Yes,Male,18.0,3,20.0,0,55.0,98.0,0,0,A,Yes,Pass
449,18.0,68.0,High,Yes,High,Yes,Male,26.0,0,20.0,0,93.0,92.0,0,2,A,Yes,Pass
450,18.0,68.0,High,Yes,High,Yes,Male,18.0,3,20.0,0,55.0,98.0,0,0,A,Yes,Pass
451,18.0,68.0,Medium,Yes,High,Yes,Male,26.0,0,20.0,0,93.0,92.0,0,2,A,Yes,Pass
452,18.0,68.0,Medium,Yes,High,Yes,Male,18.0,3,20.0,0,55.0,98.0,0,0,A,Yes,Pass
455,18.0,68.0,Low,Yes,Medium,Yes,Male,26.0,0,20.0,0,93.0,92.0,0,2,A,Yes,Pass
456,18.0,68.0,Low,Yes,Medium,Yes,Male,18.0,3,20.0,0,55.0,98.0,0,0,A,Yes,Pass
457,18.0,68.0,High,No,Medium,Yes,Male,26.0,0,20.0,0,93.0,92.0,0,2,A,No,Pass
458,18.0,68.0,High,No,Medium,Yes,Male,18.0,3,20.0,0,55.0,98.0,0,0,A,No,Pass
461,16.0,86.0,Medium,Yes,Medium,Yes,Male,26.0,1,10.0,1,92.0,94.0,1,1,A,Yes,Pass
462,16.0,86.0,Medium,Yes,Medium,Yes,Male,18.0,2,15.0,1,100.0,98.0,1,1,A,Yes,Pass
463,16.0,86.0,Medium,Yes,Medium,Yes,Male,29.0,1,15.0,0,60.0,92.0,1,2,A,Yes,Pass
464,16.0,86.0,High,No,Medium,Yes,Male,26.0,1,10.0,1,92.0,94.0,1,1,A,No,Pass
465,16.0,86.0,High,No,Medium,Yes,Male,18.0,2,15.0,1,100.0,98.0,1,1,A,No,Pass
466,16.0,86.0,High,No,Medium,Yes,Male,29.0,1,15.0,0,60.0,92.0,1,2,A,No,Pass
467,16.0,86.0,Medium,Yes,Low,Yes,Male,26.0,1,10.0,1,92.0,94.0,1,1,A,Yes,Pass
468,16.0,86.0,Medium,Yes,Low,Yes,Male,18.0,2,15.0,1,100.0,98.0,1,1,A,Yes,Pass
469,16.0,86.0,Medium,Yes,Low,Yes,Male,29.0,1,15.0,0,60.0,92.0,1,2,A,Yes,Pass
470,16.0,86.0,Medium,Yes,High,Yes,Male,26.0,1,10.0,1,92.0,94.0,1,1,A,Yes,Pass
471,16.0,86.0,Medium,Yes,High,Yes,Male,18.0,2,15.0,1,100.0,98.0,1,1,A,Yes,Pass
472,16.0,86.0,Medium,Yes,High,Yes,Male,29.0,1,15.0,0,60.0,92.0,1,2,A,Yes,Pass
473,16.0,86.0,Medium,No,High,Yes,Male,26.0,1,10.0,1,92.0,94.0,1,1,A,No,Pass
474,16.0,86.0,Medium,No,High,Yes,Male,18.0,2,15.0,1,100.0,98.0,1,1,A,No,Pass
475,16.0,86.0,Medium,No,High,Yes,Male,29.0,1,15.0,0,60.0,92.0,1,2,A,No,Pass
476,16.0,86.0,Low,No,Low,Yes,Male,26.0,1,10.0,1,92.0,94.0,1,1,A,No,Pass
477,16.0,86.0,Low,No,Low,Yes,Male,18.0,2,15.0,1,100.0,98.0,1,1,A,No,Pass
478,16.0,86.0,Low,No,Low,Yes,Male,29.0,1,15.0,0,60.0,92.0,1,2,A,No,Pass
479,24.0,77.0,Low,No,Medium,Yes,Female,22.0,0,13.0,1,99.0,66.0,0,0,C,No,Pass
480,24.0,77.0,Low,No,Medium,Yes,Female,19.0,1,13.0,0,82.0,51.0,1,2,D,No,Fail
481,24.0,77.0,Low,No,Medium,Yes,Female,26.0,3,16.0,0,76.0,62.0,1,0,C,No,Pass
482,24.0,77.0,Low,No,Medium,Yes,Female,19.0,2,10.0,1,71.0,62.0,0,1,C,No,Pass
483,24.0,77.0,High,No,High,Yes,Female,22.0,0,13.0,1,99.0,66.0,0,0,C,No,Pass
484,24.0,77.0,High,No,High,Yes,Female,19.0,1,13.0,0,82.0,51.0,1,2,D,No,Fail
485,24.0,77.0,High,No,High,Yes,Female,26.0,3,16.0,0,76.0,62.0,1,0,C,No,Pass
486,24.0,77.0,High,No,High,Yes,Female,19.0,2,10.0,1,71.0,62.0,0,1,C,No,Pass
487,24.0,77.0,Medium,No,High,Yes,Female,22.0,0,13.0,1,99.0,66.0,0,0,C,No,Pass
488,24.0,77.0,Medium,No,High,Yes,Female,19.0,1,13.0,0,82.0,51.0,1,2,D,No,Fail
489,24.0,77.0,Medium,No,High,Yes,Female,26.0,3,16.0,0,76.0,62.0,1,0,C,No,Pass
490,24.0,77.0,Medium,No,High,Yes,Female,19.0,2,10.0,1,71.0,62.0,0,1,C,No,Pass
491,26.0,67.0,High,Yes,Low,Yes,Female,26.0,1,0.0,1,91.0,82.0,0,0,B,Yes,Pass
492,26.0,67.0,High,Yes,Low,Yes,Female,18.0,0,15.0,0,75.0,43.0,1,1,D,Yes,Fail
493,26.0,67.0,High,Yes,Low,Yes,Female,19.0,0,0.0,1,100.0,63.0,1,2,C,Yes,Pass
494,26.0,67.0,High,No,Medium,Yes,Female,26.0,1,0.0,1,91.0,82.0,0,0,B,No,Pass
495,26.0,67.0,High,No,Medium,Yes,Female,18.0,0,15.0,0,75.0,43.0,1,1,D,No,Fail
496,26.0,67.0,High,No,Medium,Yes,Female,19.0,0,0.0,1,100.0,63.0,1,2,C,No,Pass
497,26.0,67.0,Medium,Yes,Medium,Yes,Female,26.0,1,0.0,1,91.0,82.0,0,0,B,Yes,Pass
498,26.0,67.0,Medium,Yes,Medium,Yes,Female,18.0,0,15.0,0,75.0,43.0,1,1,D,Yes,Fail
499,26.0,67.0,Medium,Yes,Medium,Yes,Female,19.0,0,0.0,1,100.0,63.0,1,2,C,Yes,Pass
500,26.0,67.0,Medium,No,Medium,Yes,Female,26.0,1,0.0,1,91.0,82.0,0,0,B,No,Pass
501,26.0,67.0,Medium,No,Medium,Yes,Female,18.0,0,15.0,0,75.0,43.0,1,1,D,No,Fail
502,26.0,67.0,Medium,No,Medium,Yes,Female,19.0,0,0.0,1,100.0,63.0,1,2,C,No,Pass
503,26.0,67.0,Low,Yes,Medium,Yes,Female,26.0,1,0.0,1,91.0,82.0,0,0,B,Yes,Pass
504,26.0,67.0,Low,Yes,Medium,Yes,Female,18.0,0,15.0,0,75.0,43.0,1,1,D,Yes,Fail
505,26.0,67.0,Low,Yes,Medium,Yes,Female,19.0,0,0.0,1,100.0,63.0,1,2,C,Yes,Pass
506,26.0,88.0,High,Yes,Medium,Yes,Male,28.0,3,4.0,1,98.0,62.0,1,1,C,Yes,Pass
507,26.0,88.0,High,Yes,Medium,Yes,Male,19.0,1,9.0,0,55.0,50.0,1,2,D,Yes,Fail
508,26.0,88.0,High,Yes,Medium,Yes,Male,28.0,2,4.0,1,54.0,54.0,1,2,D,Yes,Fail
509,26.0,88.0,Low,No,Low,Yes,Male,28.0,3,4.0,1,98.0,62.0,1,1,C,No,Pass
510,26.0,88.0,Low,No,Low,Yes,Male,19.0,1,9.0,0,55.0,50.0,1,2,D,No,Fail
511,26.0,88.0,Low,No,Low,Yes,Male,28.0,2,4.0,1,54.0,54.0,1,2,D,No,Fail
512,26.0,88.0,High,No,Medium,Yes,Male,28.0,3,4.0,1,98.0,62.0,1,1,C,No,Pass
513,26.0,88.0,High,No,Medium,Yes,Male,19.0,1,9.0,0,55.0,50.0,1,2,D,No,Fail
514,26.0,88.0,High,No,Medium,Yes,Male,28.0,2,4.0,1,54.0,54.0,1,2,D,No,Fail
515,26.0,88.0,Medium,Yes,Medium,Yes,Male,28.0,3,4.0,1,98.0,62.0,1,1,C,Yes,Pass
516,26.0,88.0,Medium,Yes,Medium,Yes,Male,19.0,1,9.0,0,55.0,50.0,1,2,D,Yes,Fail
517,26.0,88.0,Medium,Yes,Medium,Yes,Male,28.0,2,4.0,1,54.0,54.0,1,2,D,Yes,Fail
518,15.0,83.0,High,No,Low,No,Female,20.0,1,5.0,0,50.0,93.0,1,1,A,No,Pass
519,15.0,83.0,High,No,Low,No,Female,22.0,2,9.0,1,69.0,64.0,1,1,C,No,Pass
520,15.0,83.0,Low,Yes,Medium,Yes,Female,20.0,1,5.0,0,50.0,93.0,1,1,A,Yes,Pass
