ActiveLearner,Age,AssignmentCompletion,Attendance,Discussions,EduTech,ExamScore,Extracurricular,FinalGrade,Gender,Internet,LearningStyle,Motivation,OnlineCourses,PassStatus,Resources,StressLevel,StudyHours
Yes,22.0,50.0,66.0,0,1,73.0,Yes,B,Male,Yes,Auditory,Medium,3.0,Pass,High,1,18.0
Yes,27.0,57.0,66.0,0,1,60.0,Yes,C,Male,Yes,Kinesthetic,Medium,11.0,Pass,High,,18.0
Yes,22.0,50.0,66.0,0,1,73.0,Yes,B,Male,No,Auditory,Low,3.0,Pass,Medium,1,18.0
Yes,27.0,57.0,66.0,0,1,60.0,Yes,C,Male,No,Kinesthetic,Low,11.0,Pass,Medium,,18.0
Yes,22.0,50.0,66.0,0,1,73.0,Yes,B,Male,No,Auditory,Medium,3.0,Pass,High,1,18.0
Yes,27.0,57.0,66.0,0,1,60.0,Yes,C,Male,No,Kinesthetic,Medium,11.0,Pass,High,,18.0
Yes,22.0,50.0,66.0,0,1,73.0,Yes,B,Male,Yes,Auditory,High,3.0,Pass,Medium,1,18.0
Yes,27.0,57.0,66.0,0,1,60.0,Yes,C,Male,Yes,Kinesthetic,High,11.0,Pass,Medium,,18.0
Yes,22.0,50.0,66.0,0,1,73.0,Yes,B,Male,Yes,Auditory,Medium,3.0,Pass,Medium,1,18.0
Yes,27.0,57.0,66.0,0,1,60.0,Yes,C,Male,Yes,Kinesthetic,Medium,11.0,Pass,Medium,,18.0
No,27.0,52.0,83.0,1,0,66.0,No,C,Female,Yes,Auditory,Medium,12.0,Pass,Medium,1,16.0
No,26.0,96.0,83.0,0,1,56.0,No,C,Female,Yes,Auditory,Medium,0.0,Pass,Medium,,16.0
Yes,27.0,52.0,83.0,1,0,66.0,Yes,C,Female,Yes,Auditory,Low,12.0,Pass,High,1,16.0
Yes,26.0,96.0,83.0,0,1,56.0,Yes,C,Female,Yes,Auditory,Low,0.0,Pass,High,,16.0
Yes,27.0,52.0,83.0,1,0,66.0,Yes,C,Female,Yes,Auditory,Medium,12.0,Pass,Medium,1,16.0
Yes,26.0,96.0,83.0,0,1,56.0,Yes,C,Female,Yes,Auditory,Medium,0.0,Pass,Medium,,16.0
Yes,27.0,52.0,83.0,1,0,66.0,Yes,C,Female,Yes,Auditory,High,12.0,Pass,Medium,1,16.0
Yes,26.0,96.0,83.0,0,1,56.0,Yes,C,Female,Yes,Auditory,High,0.0,Pass,Medium,,16.0
Yes,27.0,52.0,83.0,1,0,66.0,Yes,C,Female,Yes,Auditory,Low,12.0,Pass,Medium,1,16.0
Yes,26.0,96.0,83.0,0,1,56.0,Yes,C,Female,Yes,Auditory,Low,0.0,Pass,Medium,,16.0
No,27.0,52.0,83.0,1,0,66.0,No,C,Female,Yes,Auditory,Low,12.0,Pass,Medium,1,16.0
No,26.0,96.0,83.0,0,1,56.0,No,C,Female,Yes,Auditory,Low,0.0,Pass,Medium,,16.0
Yes,28.0,52.0,70.0,0,1,71.0,Yes,B,Male,Yes,Kinesthetic,Medium,1.0,Pass,High,2,31.0
Yes,21.0,87.0,69.0,1,1,79.0,Yes,B,Male,Yes,Reading/Writing,Medium,3.0,Pass,Medium,,20.0
Yes,18.0,82.0,69.0,0,0,97.0,Yes,A,Male,Yes,Reading/Writing,Medium,9.0,Pass,Medium,2,20.0
Yes,21.0,87.0,69.0,1,1,79.0,Yes,B,Male,Yes,Reading/Writing,Medium,3.0,Pass,High,,20.0
Yes,18.0,82.0,69.0,0,0,97.0,Yes,A,Male,Yes,Reading/Writing,Medium,9.0,Pass,High,2,20.0
No,21.0,87.0,69.0,1,1,79.0,No,B,Male,Yes,Reading/Writing,Low,3.0,Pass,High,,20.0
No,18.0,82.0,69.0,0,0,97.0,No,A,Male,Yes,Reading/Writing,Low,9.0,Pass,High,2,20.0
Yes,21.0,87.0,69.0,1,1,79.0,Yes,B,Male,Yes,Reading/Writing,High,3.0,Pass,Medium,,20.0
Yes,18.0,82.0,69.0,0,0,97.0,Yes,A,Male,Yes,Reading/Writing,High,9.0,Pass,Medium,2,20.0
No,18.0,88.0,60.0,0,1,52.0,No,D,Female,Yes,Visual,Medium,6.0,Fail,Medium,2,14.0
Yes,18.0,88.0,60.0,0,1,52.0,Yes,D,Female,Yes,Visual,Low,6.0,Fail,Low,2,14.0
No,25.0,62.0,65.0,1,0,51.0,No,D,Female,Yes,Reading/Writing,Medium,0.0,Fail,Medium,1,25.0
No,28.0,100.0,65.0,1,1,55.0,No,C,Female,Yes,Reading/Writing,Medium,12.0,Pass,Medium,,25.0
Yes,25.0,62.0,65.0,1,0,51.0,Yes,D,Female,Yes,Reading/Writing,High,0.0,Fail,High,1,25.0
Yes,28.0,100.0,65.0,1,1,55.0,Yes,C,Female,Yes,Reading/Writing,High,12.0,Pass,High,,25.0
Yes,25.0,62.0,65.0,1,0,51.0,Yes,D,Female,Yes,Reading/Writing,Medium,0.0,Fail,Low,1,25.0
Yes,28.0,100.0,65.0,1,1,55.0,Yes,C,Female,Yes,Reading/Writing,Medium,12.0,Pass,Low,,25.0
Yes,25.0,62.0,65.0,1,0,51.0,Yes,D,Female,Yes,Reading/Writing,Medium,0.0,Fail,Medium,1,25.0
Yes,28.0,100.0,65.0,1,1,55.0,Yes,C,Female,Yes,Reading/Writing,Medium,12.0,Pass,Medium,,25.0
Yes,25.0,62.0,65.0,1,0,51.0,Yes,D,Female,No,Reading/Writing,Low,0.0,Fail,High,1,25.0
Yes,28.0,100.0,65.0,1,1,55.0,Yes,C,Female,No,Reading/Writing,Low,12.0,Pass,High,,25.0
Yes,20.0,54.0,65.0,1,1,54.0,Yes,D,Female,Yes,Reading/Writing,Low,1.0,Fail,Low,,21.0
Yes,24.0,96.0,65.0,1,0,78.0,Yes,B,Female,Yes,Auditory,Low,2.0,Pass,Low,2,21.0
Yes,20.0,54.0,65.0,1,1,54.0,Yes,D,Female,No,Reading/Writing,Low,1.0,Fail,High,,21.0
Yes,24.0,96.0,65.0,1,0,78.0,Yes,B,Female,No,Auditory,Low,2.0,Pass,High,2,21.0
No,28.0,99.0,99.0,1,0,97.0,No,A,Female,Yes,Kinesthetic,Low,9.0,Pass,Medium,1,8.0
No,23.0,89.0,99.0,1,1,54.0,No,D,Female,Yes,Auditory,Low,4.0,Fail,Medium,1,8.0
No,20.0,59.0,99.0,1,0,91.0,No,A,Female,Yes,Reading/Writing,Low,6.0,Pass,Medium,,8.0
Yes,28.0,99.0,99.0,1,0,97.0,Yes,A,Female,Yes,Kinesthetic,Medium,9.0,Pass,High,1,8.0
Yes,23.0,89.0,99.0,1,1,54.0,Yes,D,Female,Yes,Auditory,Medium,4.0,Fail,High,1,8.0
Yes,20.0,59.0,99.0,1,0,91.0,Yes,A,Female,Yes,Reading/Writing,Medium,6.0,Pass,High,,8.0
Yes,28.0,58.0,72.0,1,0,100.0,Yes,A,Female,Yes,Auditory,Medium,15.0,Pass,Medium,1,12.0
Yes,26.0,51.0,72.0,1,1,42.0,Yes,D,Female,Yes,Kinesthetic,Medium,20.0,Fail,Medium,2,12.0
Yes,29.0,61.0,72.0,0,1,73.0,Yes,B,Female,Yes,Auditory,Medium,5.0,Pass,Medium,1,12.0
Yes,28.0,58.0,72.0,1,0,100.0,Yes,A,Female,Yes,Auditory,High,15.0,Pass,Low,1,12.0
Yes,26.0,51.0,72.0,1,1,42.0,Yes,D,Female,Yes,Kinesthetic,High,20.0,Fail,Low,2,12.0
Yes,29.0,61.0,72.0,0,1,73.0,Yes,B,Female,Yes,Auditory,High,5.0,Pass,Low,1,12.0
No,28.0,58.0,72.0,1,0,100.0,No,A,Female,Yes,Auditory,High,15.0,Pass,Medium,1,12.0
No,26.0,51.0,72.0,1,1,42.0,No,D,Female,Yes,Kinesthetic,High,20.0,Fail,Medium,2,12.0
No,29.0,61.0,72.0,0,1,73.0,No,B,Female,Yes,Auditory,High,5.0,Pass,Medium,1,12.0
No,28.0,58.0,72.0,1,0,100.0,No,A,Female,Yes,Auditory,Low,15.0,Pass,Medium,1,12.0
No,26.0,51.0,72.0,1,1,42.0,No,D,Female,Yes,Kinesthetic,Low,20.0,Fail,Medium,2,12.0
No,29.0,61.0,72.0,0,1,73.0,No,B,Female,Yes,Auditory,Low,5.0,Pass,Medium,1,12.0
Yes,21.0,93.0,65.0,0,1,95.0,Yes,A,Male,Yes,Visual,Low,0.0,Pass,Medium,1,21.0
Yes,21.0,93.0,65.0,0,1,95.0,Yes,A,Male,No,Visual,High,0.0,Pass,Low,1,21.0
No,21.0,93.0,65.0,0,1,95.0,No,A,Male,Yes,Visual,High,0.0,Pass,Medium,1,21.0
No,21.0,93.0,65.0,0,1,95.0,No,A,Male,Yes,Visual,Low,0.0,Pass,High,1,21.0
Yes,21.0,93.0,65.0,0,1,95.0,Yes,A,Male,Yes,Visual,Medium,0.0,Pass,Medium,1,21.0
No,21.0,93.0,65.0,0,1,95.0,No,A,Male,Yes,Visual,Medium,0.0,Pass,Medium,1,21.0
Yes,21.0,93.0,65.0,0,1,95.0,Yes,A,Male,Yes,Visual,High,0.0,Pass,High,1,21.0
No,21.0,93.0,65.0,0,1,95.0,No,A,Male,Yes,Visual,Medium,0.0,Pass,High,1,21.0
No,29.0,78.0,68.0,1,1,61.0,No,C,Male,Yes,Kinesthetic,Low,13.0,Pass,Medium,1,24.0
No,29.0,78.0,68.0,1,1,61.0,No,C,Male,Yes,Kinesthetic,Medium,13.0,Pass,Medium,1,24.0
Yes,29.0,78.0,68.0,1,1,61.0,Yes,C,Male,Yes,Kinesthetic,High,13.0,Pass,Medium,1,24.0
Yes,29.0,78.0,68.0,1,1,61.0,Yes,C,Male,Yes,Kinesthetic,Low,13.0,Pass,Medium,1,24.0
Yes,29.0,78.0,68.0,1,1,61.0,Yes,C,Male,Yes,Kinesthetic,Low,13.0,Pass,High,1,24.0
Yes,29.0,78.0,68.0,1,1,61.0,Yes,C,Male,Yes,Kinesthetic,Medium,13.0,Pass,Medium,1,24.0
Yes,29.0,78.0,68.0,1,1,61.0,Yes,C,Male,No,Kinesthetic,Medium,13.0,Pass,Medium,1,24.0
Yes,29.0,78.0,68.0,1,1,61.0,Yes,C,Male,Yes,Kinesthetic,Low,13.0,Pass,Low,1,24.0
Yes,23.0,79.0,84.0,0,1,56.0,Yes,C,Female,Yes,Visual,Low,11.0,Pass,Medium,2,21.0
No,23.0,79.0,84.0,0,1,56.0,No,C,Female,Yes,Visual,Low,11.0,Pass,Low,2,21.0
No,23.0,79.0,84.0,0,1,56.0,No,C,Female,Yes,Visual,Medium,11.0,Pass,Medium,2,21.0
Yes,23.0,79.0,84.0,0,1,56.0,Yes,C,Female,Yes,Visual,Low,11.0,Pass,High,2,21.0
Yes,23.0,79.0,84.0,0,1,56.0,Yes,C,Female,Yes,Visual,Low,11.0,Pass,Low,2,21.0
Yes,21.0,83.0,94.0,1,1,93.0,Yes,A,Male,Yes,Visual,Medium,0.0,Pass,High,2,18.0
Yes,29.0,55.0,94.0,1,1,51.0,Yes,D,Male,Yes,Auditory,Medium,17.0,Fail,High,2,18.0
Yes,21.0,83.0,94.0,1,1,93.0,Yes,A,Male,Yes,Visual,High,0.0,Pass,Medium,2,18.0
Yes,29.0,55.0,94.0,1,1,51.0,Yes,D,Male,Yes,Auditory,High,17.0,Fail,Medium,2,18.0
Yes,21.0,83.0,94.0,1,1,93.0,Yes,A,Male,Yes,Visual,Low,0.0,Pass,High,2,18.0
Yes,29.0,55.0,94.0,1,1,51.0,Yes,D,Male,Yes,Auditory,Low,17.0,Fail,High,2,18.0
Yes,21.0,83.0,94.0,1,1,93.0,Yes,A,Male,Yes,Visual,Medium,0.0,Pass,Medium,2,18.0
Yes,29.0,55.0,94.0,1,1,51.0,Yes,D,Male,Yes,Auditory,Medium,17.0,Fail,Medium,2,18.0
No,21.0,83.0,94.0,1,1,93.0,No,A,Male,Yes,Visual,Low,0.0,Pass,Medium,2,18.0
No,29.0,55.0,94.0,1,1,51.0,No,D,Male,Yes,Auditory,Low,17.0,Fail,Medium,2,18.0
Yes,21.0,83.0,94.0,1,1,93.0,Yes,A,Male,No,Visual,Low,0.0,Pass,Medium,2,18.0
Yes,29.0,55.0,94.0,1,1,51.0,Yes,D,Male,No,Auditory,Low,17.0,Fail,Medium,2,18.0
Yes,25.0,77.0,98.0,0,1,81.0,Yes,B,Male,Yes,Visual,Low,11.0,Pass,Medium,,11.0
Yes,25.0,94.0,98.0,1,1,52.0,Yes,D,Male,Yes,Kinesthetic,Low,7.0,Fail,Medium,2,11.0
Yes,26.0,58.0,98.0,0,0,87.0,Yes,A,Male,Yes,Visual,Low,12.0,Pass,Medium,2,11.0
Yes,25.0,77.0,98.0,0,1,81.0,Yes,B,Male,Yes,Visual,High,11.0,Pass,High,,11.0
Yes,25.0,94.0,98.0,1,1,52.0,Yes,D,Male,Yes,Kinesthetic,High,7.0,Fail,High,2,11.0
Yes,26.0,58.0,98.0,0,0,87.0,Yes,A,Male,Yes,Visual,High,12.0,Pass,High,2,11.0
Yes,28.0,94.0,70.0,1,1,84.0,Yes,B,Male,Yes,Kinesthetic,Medium,7.0,Pass,Medium,,16.0
Yes,22.0,89.0,70.0,0,1,83.0,Yes,B,Male,Yes,Visual,Medium,20.0,Pass,Medium,2,16.0
Yes,19.0,53.0,70.0,1,1,86.0,Yes,A,Male,Yes,Kinesthetic,Medium,20.0,Pass,Medium,2,16.0
Yes,28.0,94.0,70.0,1,1,84.0,Yes,B,Male,Yes,Kinesthetic,High,7.0,Pass,High,,16.0
Yes,22.0,89.0,70.0,0,1,83.0,Yes,B,Male,Yes,Visual,High,20.0,Pass,High,2,16.0
Yes,19.0,53.0,70.0,1,1,86.0,Yes,A,Male,Yes,Kinesthetic,High,20.0,Pass,High,2,16.0
Yes,24.0,84.0,78.0,1,0,59.0,Yes,C,Female,Yes,Auditory,Medium,14.0,Pass,Medium,,17.0
Yes,26.0,90.0,78.0,0,1,85.0,Yes,A,Female,Yes,Reading/Writing,Medium,9.0,Pass,Medium,2,17.0
Yes,29.0,58.0,78.0,1,0,85.0,Yes,A,Female,Yes,Auditory,Medium,20.0,Pass,Medium,2,17.0
No,24.0,84.0,78.0,1,0,59.0,No,C,Female,Yes,Auditory,Medium,14.0,Pass,High,,17.0
No,26.0,90.0,78.0,0,1,85.0,No,A,Female,Yes,Reading/Writing,Medium,9.0,Pass,High,2,17.0
No,29.0,58.0,78.0,1,0,85.0,No,A,Female,Yes,Auditory,Medium,20.0,Pass,High,2,17.0
No,24.0,84.0,78.0,1,0,59.0,No,C,Female,No,Auditory,Medium,14.0,Pass,Medium,,17.0
No,26.0,90.0,78.0,0,1,85.0,No,A,Female,No,Reading/Writing,Medium,9.0,Pass,Medium,2,17.0
No,29.0,58.0,78.0,1,0,85.0,No,A,Female,No,Auditory,Medium,20.0,Pass,Medium,2,17.0
Yes,24.0,84.0,78.0,1,0,59.0,Yes,C,Female,Yes,Auditory,Low,14.0,Pass,Medium,,17.0
Yes,26.0,90.0,78.0,0,1,85.0,Yes,A,Female,Yes,Reading/Writing,Low,9.0,Pass,Medium,2,17.0
Yes,29.0,58.0,78.0,1,0,85.0,Yes,A,Female,Yes,Auditory,Low,20.0,Pass,Medium,2,17.0
Yes,28.0,69.0,61.0,0,1,99.0,Yes,A,Female,Yes,Kinesthetic,Medium,20.0,Pass,Low,2,26.0
Yes,28.0,69.0,61.0,0,1,99.0,Yes,A,Female,Yes,Kinesthetic,High,20.0,Pass,Medium,2,26.0
Yes,28.0,69.0,61.0,0,1,99.0,Yes,A,Female,No,Kinesthetic,Medium,20.0,Pass,High,2,26.0
Yes,23.0,60.0,86.0,0,1,47.0,Yes,D,Male,Yes,Visual,Low,9.0,Fail,Medium,2,22.0
Yes,24.0,73.0,86.0,1,1,55.0,Yes,C,Male,Yes,Reading/Writing,Low,6.0,Pass,Medium,2,22.0
Yes,19.0,100.0,86.0,0,1,87.0,Yes,A,Male,Yes,Auditory,Low,8.0,Pass,Medium,,22.0
Yes,24.0,86.0,86.0,1,1,96.0,Yes,A,Male,Yes,Reading/Writing,Low,7.0,Pass,Medium,2,22.0
No,23.0,60.0,86.0,0,1,47.0,No,D,Male,Yes,Visual,Medium,9.0,Fail,Low,2,22.0
No,24.0,73.0,86.0,1,1,55.0,No,C,Male,Yes,Reading/Writing,Medium,6.0,Pass,Low,2,22.0
No,19.0,100.0,86.0,0,1,87.0,No,A,Male,Yes,Auditory,Medium,8.0,Pass,Low,,22.0
No,24.0,86.0,86.0,1,1,96.0,No,A,Male,Yes,Reading/Writing,Medium,7.0,Pass,Low,2,22.0
Yes,23.0,60.0,86.0,0,1,47.0,Yes,D,Male,Yes,Visual,High,9.0,Fail,Medium,2,22.0
Yes,24.0,73.0,86.0,1,1,55.0,Yes,C,Male,Yes,Reading/Writing,High,6.0,Pass,Medium,2,22.0
Yes,19.0,100.0,86.0,0,1,87.0,Yes,A,Male,Yes,Auditory,High,8.0,Pass,Medium,,22.0
Yes,24.0,86.0,86.0,1,1,96.0,Yes,A,Male,Yes,Reading/Writing,High,7.0,Pass,Medium,2,22.0
Yes,23.0,60.0,86.0,0,1,47.0,Yes,D,Male,Yes,Visual,Medium,9.0,Fail,Medium,2,22.0
Yes,24.0,73.0,86.0,1,1,55.0,Yes,C,Male,Yes,Reading/Writing,Medium,6.0,Pass,Medium,2,22.0
Yes,19.0,100.0,86.0,0,1,87.0,Yes,A,Male,Yes,Auditory,Medium,8.0,Pass,Medium,,22.0
Yes,24.0,86.0,86.0,1,1,96.0,Yes,A,Male,Yes,Reading/Writing,Medium,7.0,Pass,Medium,2,22.0
No,23.0,60.0,86.0,0,1,47.0,No,D,Male,Yes,Visual,Low,9.0,Fail,Medium,2,22.0
No,24.0,73.0,86.0,1,1,55.0,No,C,Male,Yes,Reading/Writing,Low,6.0,Pass,Medium,2,22.0
No,19.0,100.0,86.0,0,1,87.0,No,A,Male,Yes,Auditory,Low,8.0,Pass,Medium,,22.0
No,24.0,86.0,86.0,1,1,96.0,No,A,Male,Yes,Reading/Writing,Low,7.0,Pass,Medium,2,22.0
No,23.0,60.0,86.0,0,1,47.0,No,D,Male,Yes,Visual,High,9.0,Fail,Medium,2,22.0
No,24.0,73.0,86.0,1,1,55.0,No,C,Male,Yes,Reading/Writing,High,6.0,Pass,Medium,2,22.0
No,19.0,100.0,86.0,0,1,87.0,No,A,Male,Yes,Auditory,High,8.0,Pass,Medium,,22.0
No,24.0,86.0,86.0,1,1,96.0,No,A,Male,Yes,Reading/Writing,High,7.0,Pass,Medium,2,22.0
No,24.0,63.0,77.0,1,1,76.0,No,B,Male,Yes,Reading/Writing,Medium,4.0,Pass,Medium,,9.0
No,18.0,61.0,77.0,1,1,65.0,No,C,Male,Yes,Kinesthetic,Medium,3.0,Pass,Medium,,9.0
No,28.0,51.0,77.0,0,1,66.0,No,C,Male,Yes,Auditory,Medium,16.0,Pass,Medium,2,9.0
No,24.0,63.0,77.0,1,1,76.0,No,B,Male,Yes,Reading/Writing,Low,4.0,Pass,Medium,,9.0
No,18.0,61.0,77.0,1,1,65.0,No,C,Male,Yes,Kinesthetic,Low,3.0,Pass,Medium,,9.0
No,28.0,51.0,77.0,0,1,66.0,No,C,Male,Yes,Auditory,Low,16.0,Pass,Medium,2,9.0
Yes,24.0,63.0,77.0,1,1,76.0,Yes,B,Male,Yes,Reading/Writing,Medium,4.0,Pass,High,,9.0
Yes,18.0,61.0,77.0,1,1,65.0,Yes,C,Male,Yes,Kinesthetic,Medium,3.0,Pass,High,,9.0
Yes,28.0,51.0,77.0,0,1,66.0,Yes,C,Male,Yes,Auditory,Medium,16.0,Pass,High,2,9.0
No,24.0,63.0,77.0,1,1,76.0,No,B,Male,Yes,Reading/Writing,Medium,4.0,Pass,Low,,9.0
No,18.0,61.0,77.0,1,1,65.0,No,C,Male,Yes,Kinesthetic,Medium,3.0,Pass,Low,,9.0
No,28.0,51.0,77.0,0,1,66.0,No,C,Male,Yes,Auditory,Medium,16.0,Pass,Low,2,9.0
Yes,20.0,71.0,71.0,0,1,52.0,Yes,D,Male,Yes,Visual,Low,18.0,Fail,Medium,2,22.0
No,20.0,71.0,71.0,0,1,52.0,No,D,Male,Yes,Visual,High,18.0,Fail,Medium,2,22.0
No,20.0,71.0,71.0,0,1,52.0,No,D,Male,Yes,Visual,Low,18.0,Fail,Medium,2,22.0
Yes,20.0,71.0,71.0,0,1,52.0,Yes,D,Male,Yes,Visual,Medium,18.0,Fail,Medium,2,22.0
Yes,20.0,71.0,71.0,0,1,52.0,Yes,D,Male,Yes,Visual,Medium,18.0,Fail,High,2,22.0
Yes,20.0,71.0,71.0,0,1,52.0,Yes,D,Male,Yes,Visual,Medium,18.0,Fail,Low,2,22.0
No,26.0,93.0,68.0,0,0,92.0,No,A,Male,Yes,Visual,Medium,20.0,Pass,Medium,2,18.0
No,18.0,55.0,68.0,0,0,98.0,No,A,Male,Yes,Reading/Writing,Medium,20.0,Pass,Medium,,18.0
No,26.0,93.0,68.0,0,0,92.0,No,A,Male,Yes,Visual,Low,20.0,Pass,High,2,18.0
No,18.0,55.0,68.0,0,0,98.0,No,A,Male,Yes,Reading/Writing,Low,20.0,Pass,High,,18.0
Yes,26.0,93.0,68.0,0,0,92.0,Yes,A,Male,Yes,Visual,Low,20.0,Pass,High,2,18.0
Yes,18.0,55.0,68.0,0,0,98.0,Yes,A,Male,Yes,Reading/Writing,Low,20.0,Pass,High,,18.0
Yes,26.0,93.0,68.0,0,0,92.0,Yes,A,Male,Yes,Visual,High,20.0,Pass,High,2,18.0
Yes,18.0,55.0,68.0,0,0,98.0,Yes,A,Male,Yes,Reading/Writing,High,20.0,Pass,High,,18.0
Yes,26.0,93.0,68.0,0,0,92.0,Yes,A,Male,Yes,Visual,High,20.0,Pass,Medium,2,18.0
Yes,18.0,55.0,68.0,0,0,98.0,Yes,A,Male,Yes,Reading/Writing,High,20.0,Pass,Medium,,18.0
Yes,26.0,93.0,68.0,0,0,92.0,Yes,A,Male,Yes,Visual,Medium,20.0,Pass,Low,2,18.0
Yes,18.0,55.0,68.0,0,0,98.0,Yes,A,Male,Yes,Reading/Writing,Medium,20.0,Pass,Low,,18.0
No,26.0,93.0,68.0,0,0,92.0,No,A,Male,Yes,Visual,Medium,20.0,Pass,High,2,18.0
No,18.0,55.0,68.0,0,0,98.0,No,A,Male,Yes,Reading/Writing,Medium,20.0,Pass,High,,18.0
Yes,26.0,92.0,86.0,1,1,94.0,Yes,A,Male,Yes,Auditory,Medium,10.0,Pass,Medium,1,16.0
Yes,18.0,100.0,86.0,1,1,98.0,Yes,A,Male,Yes,Kinesthetic,Medium,15.0,Pass,Medium,1,16.0
Yes,29.0,60.0,86.0,0,1,92.0,Yes,A,Male,Yes,Auditory,Medium,15.0,Pass,Medium,2,16.0
No,26.0,92.0,86.0,1,1,94.0,No,A,Male,Yes,Auditory,Medium,10.0,Pass,High,1,16.0
No,18.0,100.0,86.0,1,1,98.0,No,A,Male,Yes,Kinesthetic,Medium,15.0,Pass,High,1,16.0
No,29.0,60.0,86.0,0,1,92.0,No,A,Male,Yes,Auditory,Medium,15.0,Pass,High,2,16.0
Yes,26.0,92.0,86.0,1,1,94.0,Yes,A,Male,Yes,Auditory,Low,10.0,Pass,Medium,1,16.0
Yes,18.0,100.0,86.0,1,1,98.0,Yes,A,Male,Yes,Kinesthetic,Low,15.0,Pass,Medium,1,16.0
Yes,29.0,60.0,86.0,0,1,92.0,Yes,A,Male,Yes,Auditory,Low,15.0,Pass,Medium,2,16.0
Yes,26.0,92.0,86.0,1,1,94.0,Yes,A,Male,Yes,Auditory,High,10.0,Pass,Medium,1,16.0
Yes,18.0,100.0,86.0,1,1,98.0,Yes,A,Male,Yes,Kinesthetic,High,15.0,Pass,Medium,1,16.0
Yes,29.0,60.0,86.0,0,1,92.0,Yes,A,Male,Yes,Auditory,High,15.0,Pass,Medium,2,16.0
No,26.0,92.0,86.0,1,1,94.0,No,A,Male,Yes,Auditory,High,10.0,Pass,Medium,1,16.0
No,18.0,100.0,86.0,1,1,98.0,No,A,Male,Yes,Kinesthetic,High,15.0,Pass,Medium,1,16.0
No,29.0,60.0,86.0,0,1,92.0,No,A,Male,Yes,Auditory,High,15.0,Pass,Medium,2,16.0
No,26.0,92.0,86.0,1,1,94.0,No,A,Male,Yes,Auditory,Low,10.0,Pass,Low,1,16.0
No,18.0,100.0,86.0,1,1,98.0,No,A,Male,Yes,Kinesthetic,Low,15.0,Pass,Low,1,16.0
No,29.0,60.0,86.0,0,1,92.0,No,A,Male,Yes,Auditory,Low,15.0,Pass,Low,2,16.0
No,22.0,99.0,77.0,1,0,66.0,No,C,Female,Yes,Visual,Medium,13.0,Pass,Low,,24.0
No,19.0,82.0,77.0,0,1,51.0,No,D,Female,Yes,Auditory,Medium,13.0,Fail,Low,2,24.0
No,26.0,76.0,77.0,0,1,62.0,No,C,Female,Yes,Reading/Writing,Medium,16.0,Pass,Low,,24.0
No,19.0,71.0,77.0,1,0,62.0,No,C,Female,Yes,Kinesthetic,Medium,10.0,Pass,Low,1,24.0
No,22.0,99.0,77.0,1,0,66.0,No,C,Female,Yes,Visual,High,13.0,Pass,High,,24.0
No,19.0,82.0,77.0,0,1,51.0,No,D,Female,Yes,Auditory,High,13.0,Fail,High,2,24.0
No,26.0,76.0,77.0,0,1,62.0,No,C,Female,Yes,Reading/Writing,High,16.0,Pass,High,,24.0
No,19.0,71.0,77.0,1,0,62.0,No,C,Female,Yes,Kinesthetic,High,10.0,Pass,High,1,24.0
No,22.0,99.0,77.0,1,0,66.0,No,C,Female,Yes,Visual,High,13.0,Pass,Medium,,24.0
No,19.0,82.0,77.0,0,1,51.0,No,D,Female,Yes,Auditory,High,13.0,Fail,Medium,2,24.0
No,26.0,76.0,77.0,0,1,62.0,No,C,Female,Yes,Reading/Writing,High,16.0,Pass,Medium,,24.0
No,19.0,71.0,77.0,1,0,62.0,No,C,Female,Yes,Kinesthetic,High,10.0,Pass,Medium,1,24.0
Yes,26.0,91.0,67.0,1,0,82.0,Yes,B,Female,Yes,Auditory,Low,0.0,Pass,High,,26.0
Yes,18.0,75.0,67.0,0,1,43.0,Yes,D,Female,Yes,Visual,Low,15.0,Fail,High,1,26.0
Yes,19.0,100.0,67.0,1,1,63.0,Yes,C,Female,Yes,Visual,Low,0.0,Pass,High,2,26.0
No,26.0,91.0,67.0,1,0,82.0,No,B,Female,Yes,Auditory,Medium,0.0,Pass,High,,26.0
No,18.0,75.0,67.0,0,1,43.0,No,D,Female,Yes,Visual,Medium,15.0,Fail,High,1,26.0
No,19.0,100.0,67.0,1,1,63.0,No,C,Female,Yes,Visual,Medium,0.0,Pass,High,2,26.0
Yes,26.0,91.0,67.0,1,0,82.0,Yes,B,Female,Yes,Auditory,Medium,0.0,Pass,Medium,,26.0
Yes,18.0,75.0,67.0,0,1,43.0,Yes,D,Female,Yes,Visual,Medium,15.0,Fail,Medium,1,26.0
Yes,19.0,100.0,67.0,1,1,63.0,Yes,C,Female,Yes,Visual,Medium,0.0,Pass,Medium,2,26.0
No,26.0,91.0,67.0,1,0,82.0,No,B,Female,Yes,Auditory,Medium,0.0,Pass,Medium,,26.0
No,18.0,75.0,67.0,0,1,43.0,No,D,Female,Yes,Visual,Medium,15.0,Fail,Medium,1,26.0
No,19.0,100.0,67.0,1,1,63.0,No,C,Female,Yes,Visual,Medium,0.0,Pass,Medium,2,26.0
Yes,26.0,91.0,67.0,1,0,82.0,Yes,B,Female,Yes,Auditory,Medium,0.0,Pass,Low,,26.0
Yes,18.0,75.0,67.0,0,1,43.0,Yes,D,Female,Yes,Visual,Medium,15.0,Fail,Low,1,26.0
Yes,19.0,100.0,67.0,1,1,63.0,Yes,C,Female,Yes,Visual,Medium,0.0,Pass,Low,2,26.0
