ActiveLearner,Age,AssignmentCompletion,Attendance,Discussions,EduTech,ExamScore,Extracurricular,FinalGrade,Gender,Internet,LearningStyle,Motivation,OnlineCourses,PassStatus,Resources,StressLevel,StudyHours,Cluster
No,27.0,57.0,66.0,<Na>,1,60.0,No,C,Male,Yes,2,Medium,11.0,Pass,Medium,<Na>,18.0,1
No,22.0,50.0,66.0,<Na>,1,73.0,No,B,Male,Yes,1,Medium,3.0,Pass,High,1,18.0,1
No,27.0,57.0,66.0,<Na>,1,60.0,No,C,Male,Yes,2,Medium,11.0,Pass,High,<Na>,18.0,1
Yes,22.0,50.0,66.0,<Na>,1,73.0,Yes,B,Male,Yes,1,Medium,3.0,Pass,High,1,18.0,1
Yes,27.0,57.0,66.0,<Na>,1,60.0,Yes,C,Male,Yes,2,Medium,11.0,Pass,High,<Na>,18.0,1
Yes,22.0,50.0,66.0,<Na>,1,73.0,Yes,B,Male,No,1,Low,3.0,Pass,Medium,1,18.0,1
Yes,27.0,57.0,66.0,<Na>,1,60.0,Yes,C,Male,No,2,Low,11.0,Pass,Medium,<Na>,18.0,1
Yes,22.0,50.0,66.0,<Na>,1,73.0,Yes,B,Male,No,1,Medium,3.0,Pass,High,1,18.0,1
Yes,27.0,57.0,66.0,<Na>,1,60.0,Yes,C,Male,No,2,Medium,11.0,Pass,High,<Na>,18.0,1
Yes,22.0,50.0,66.0,<Na>,1,73.0,Yes,B,Male,Yes,1,High,3.0,Pass,Medium,1,18.0,1
Yes,27.0,57.0,66.0,<Na>,1,60.0,Yes,C,Male,Yes,2,High,11.0,Pass,Medium,<Na>,18.0,1
Yes,22.0,50.0,66.0,<Na>,1,73.0,Yes,B,Male,Yes,1,Medium,3.0,Pass,Medium,1,18.0,1
Yes,27.0,57.0,66.0,<Na>,1,60.0,Yes,C,Male,Yes,2,Medium,11.0,Pass,Medium,<Na>,18.0,1
No,27.0,52.0,83.0,1,<Na>,66.0,No,C,Female,Yes,1,Medium,12.0,Pass,Medium,1,16.0,1
No,26.0,96.0,83.0,<Na>,1,56.0,No,C,Female,Yes,1,Medium,0.0,Pass,Medium,<Na>,16.0,0
Yes,27.0,52.0,83.0,1,<Na>,66.0,Yes,C,Female,Yes,1,Low,12.0,Pass,High,1,16.0,1
Yes,26.0,96.0,83.0,<Na>,1,56.0,Yes,C,Female,Yes,1,Low,0.0,Pass,High,<Na>,16.0,0
Yes,27.0,52.0,83.0,1,<Na>,66.0,Yes,C,Female,Yes,1,Medium,12.0,Pass,Medium,1,16.0,1
Yes,26.0,96.0,83.0,<Na>,1,56.0,Yes,C,Female,Yes,1,Medium,0.0,Pass,Medium,<Na>,16.0,0
Yes,27.0,52.0,83.0,1,<Na>,66.0,Yes,C,Female,Yes,1,High,12.0,Pass,Medium,1,16.0,1
Yes,26.0,96.0,83.0,<Na>,1,56.0,Yes,C,Female,Yes,1,High,0.0,Pass,Medium,<Na>,16.0,0
Yes,27.0,52.0,83.0,1,<Na>,66.0,Yes,C,Female,Yes,1,Low,12.0,Pass,Medium,1,16.0,1
Yes,26.0,96.0,83.0,<Na>,1,56.0,Yes,C,Female,Yes,1,Low,0.0,Pass,Medium,<Na>,16.0,0
No,27.0,52.0,83.0,1,<Na>,66.0,No,C,Female,Yes,1,Low,12.0,Pass,Medium,1,16.0,1
No,26.0,96.0,83.0,<Na>,1,56.0,No,C,Female,Yes,1,Low,0.0,Pass,Medium,<Na>,16.0,0
Yes,28.0,52.0,70.0,<Na>,1,71.0,Yes,B,Male,Yes,2,Medium,1.0,Pass,High,2,31.0,1
Yes,21.0,87.0,69.0,1,1,79.0,Yes,B,Male,Yes,3,Medium,3.0,Pass,Medium,<Na>,20.0,2
Yes,18.0,82.0,69.0,<Na>,<Na>,97.0,Yes,A,Male,Yes,3,Medium,9.0,Pass,Medium,2,20.0,2
Yes,21.0,87.0,69.0,1,1,79.0,Yes,B,Male,Yes,3,Medium,3.0,Pass,High,<Na>,20.0,2
Yes,18.0,82.0,69.0,<Na>,<Na>,97.0,Yes,A,Male,Yes,3,Medium,9.0,Pass,High,2,20.0,2
No,21.0,87.0,69.0,1,1,79.0,No,B,Male,Yes,3,Low,3.0,Pass,High,<Na>,20.0,2
No,18.0,82.0,69.0,<Na>,<Na>,97.0,No,A,Male,Yes,3,Low,9.0,Pass,High,2,20.0,2
Yes,21.0,87.0,69.0,1,1,79.0,Yes,B,Male,Yes,3,High,3.0,Pass,Medium,<Na>,20.0,2
Yes,18.0,82.0,69.0,<Na>,<Na>,97.0,Yes,A,Male,Yes,3,High,9.0,Pass,Medium,2,20.0,2
No,18.0,88.0,60.0,<Na>,1,52.0,No,D,Female,Yes,<Na>,Medium,6.0,Fail,Medium,2,14.0,3
Yes,18.0,88.0,60.0,<Na>,1,52.0,Yes,D,Female,Yes,<Na>,Low,6.0,Fail,Low,2,14.0,3
No,25.0,62.0,65.0,1,<Na>,51.0,No,D,Female,Yes,3,Medium,0.0,Fail,Medium,1,25.0,0
No,28.0,100.0,65.0,1,1,55.0,No,C,Female,Yes,3,Medium,12.0,Pass,Medium,<Na>,25.0,0
Yes,25.0,62.0,65.0,1,<Na>,51.0,Yes,D,Female,Yes,3,High,0.0,Fail,High,1,25.0,0
Yes,28.0,100.0,65.0,1,1,55.0,Yes,C,Female,Yes,3,High,12.0,Pass,High,<Na>,25.0,0
Yes,25.0,62.0,65.0,1,<Na>,51.0,Yes,D,Female,Yes,3,Medium,0.0,Fail,Low,1,25.0,0
Yes,28.0,100.0,65.0,1,1,55.0,Yes,C,Female,Yes,3,Medium,12.0,Pass,Low,<Na>,25.0,0
Yes,25.0,62.0,65.0,1,<Na>,51.0,Yes,D,Female,Yes,3,Medium,0.0,Fail,Medium,1,25.0,0
Yes,28.0,100.0,65.0,1,1,55.0,Yes,C,Female,Yes,3,Medium,12.0,Pass,Medium,<Na>,25.0,0
Yes,25.0,62.0,65.0,1,<Na>,51.0,Yes,D,Female,No,3,Low,0.0,Fail,High,1,25.0,0
Yes,28.0,100.0,65.0,1,1,55.0,Yes,C,Female,No,3,Low,12.0,Pass,High,<Na>,25.0,0
Yes,20.0,54.0,65.0,1,1,54.0,Yes,D,Female,Yes,3,Low,1.0,Fail,Low,<Na>,21.0,3
Yes,24.0,96.0,65.0,1,<Na>,78.0,Yes,B,Female,Yes,1,Low,2.0,Pass,Low,2,21.0,2
Yes,20.0,54.0,65.0,1,1,54.0,Yes,D,Female,No,3,Low,1.0,Fail,High,<Na>,21.0,3
Yes,24.0,96.0,65.0,1,<Na>,78.0,Yes,B,Female,No,1,Low,2.0,Pass,High,2,21.0,2
No,28.0,99.0,99.0,1,<Na>,97.0,No,A,Female,Yes,2,Low,9.0,Pass,Medium,1,8.0,2
No,23.0,89.0,99.0,1,1,54.0,No,D,Female,Yes,1,Low,4.0,Fail,Medium,1,8.0,0
No,20.0,59.0,99.0,1,<Na>,91.0,No,A,Female,Yes,3,Low,6.0,Pass,Medium,<Na>,8.0,1
Yes,28.0,99.0,99.0,1,<Na>,97.0,Yes,A,Female,Yes,2,Medium,9.0,Pass,High,1,8.0,2
Yes,23.0,89.0,99.0,1,1,54.0,Yes,D,Female,Yes,1,Medium,4.0,Fail,High,1,8.0,0
Yes,20.0,59.0,99.0,1,<Na>,91.0,Yes,A,Female,Yes,3,Medium,6.0,Pass,High,<Na>,8.0,1
Yes,28.0,58.0,72.0,1,<Na>,100.0,Yes,A,Female,Yes,1,Medium,15.0,Pass,Medium,1,12.0,1
Yes,26.0,51.0,72.0,1,1,42.0,Yes,D,Female,Yes,2,Medium,20.0,Fail,Medium,2,12.0,0
Yes,29.0,61.0,72.0,<Na>,1,73.0,Yes,B,Female,Yes,1,Medium,5.0,Pass,Medium,1,12.0,1
Yes,28.0,58.0,72.0,1,<Na>,100.0,Yes,A,Female,Yes,1,High,15.0,Pass,Low,1,12.0,1
Yes,26.0,51.0,72.0,1,1,42.0,Yes,D,Female,Yes,2,High,20.0,Fail,Low,2,12.0,0
Yes,29.0,61.0,72.0,<Na>,1,73.0,Yes,B,Female,Yes,1,High,5.0,Pass,Low,1,12.0,1
No,28.0,58.0,72.0,1,<Na>,100.0,No,A,Female,Yes,1,High,15.0,Pass,Medium,1,12.0,1
No,26.0,51.0,72.0,1,1,42.0,No,D,Female,Yes,2,High,20.0,Fail,Medium,2,12.0,0
No,29.0,61.0,72.0,<Na>,1,73.0,No,B,Female,Yes,1,High,5.0,Pass,Medium,1,12.0,1
No,28.0,58.0,72.0,1,<Na>,100.0,No,A,Female,Yes,1,Low,15.0,Pass,Medium,1,12.0,1
No,26.0,51.0,72.0,1,1,42.0,No,D,Female,Yes,2,Low,20.0,Fail,Medium,2,12.0,0
No,29.0,61.0,72.0,<Na>,1,73.0,No,B,Female,Yes,1,Low,5.0,Pass,Medium,1,12.0,1
Yes,21.0,93.0,65.0,<Na>,1,95.0,Yes,A,Male,Yes,<Na>,Low,0.0,Pass,Medium,1,21.0,2
Yes,21.0,93.0,65.0,<Na>,1,95.0,Yes,A,Male,No,<Na>,High,0.0,Pass,Low,1,21.0,2
No,21.0,93.0,65.0,<Na>,1,95.0,No,A,Male,Yes,<Na>,High,0.0,Pass,Medium,1,21.0,2
No,21.0,93.0,65.0,<Na>,1,95.0,No,A,Male,Yes,<Na>,Low,0.0,Pass,High,1,21.0,2
Yes,21.0,93.0,65.0,<Na>,1,95.0,Yes,A,Male,Yes,<Na>,Medium,0.0,Pass,Medium,1,21.0,2
No,21.0,93.0,65.0,<Na>,1,95.0,No,A,Male,Yes,<Na>,Medium,0.0,Pass,Medium,1,21.0,2
Yes,21.0,93.0,65.0,<Na>,1,95.0,Yes,A,Male,Yes,<Na>,High,0.0,Pass,High,1,21.0,2
No,21.0,93.0,65.0,<Na>,1,95.0,No,A,Male,Yes,<Na>,Medium,0.0,Pass,High,1,21.0,2
No,29.0,78.0,68.0,1,1,61.0,No,C,Male,Yes,2,Low,13.0,Pass,Medium,1,24.0,0
No,29.0,78.0,68.0,1,1,61.0,No,C,Male,Yes,2,Medium,13.0,Pass,Medium,1,24.0,0
Yes,29.0,78.0,68.0,1,1,61.0,Yes,C,Male,Yes,2,High,13.0,Pass,Medium,1,24.0,0
Yes,29.0,78.0,68.0,1,1,61.0,Yes,C,Male,Yes,2,Low,13.0,Pass,Medium,1,24.0,0
Yes,29.0,78.0,68.0,1,1,61.0,Yes,C,Male,Yes,2,Low,13.0,Pass,High,1,24.0,0
Yes,29.0,78.0,68.0,1,1,61.0,Yes,C,Male,Yes,2,Medium,13.0,Pass,Medium,1,24.0,0
Yes,29.0,78.0,68.0,1,1,61.0,Yes,C,Male,No,2,Medium,13.0,Pass,Medium,1,24.0,0
Yes,29.0,78.0,68.0,1,1,61.0,Yes,C,Male,Yes,2,Low,13.0,Pass,Low,1,24.0,0
Yes,23.0,79.0,84.0,<Na>,1,56.0,Yes,C,Female,Yes,<Na>,Low,11.0,Pass,Medium,2,21.0,0
No,23.0,79.0,84.0,<Na>,1,56.0,No,C,Female,Yes,<Na>,Low,11.0,Pass,Low,2,21.0,0
No,23.0,79.0,84.0,<Na>,1,56.0,No,C,Female,Yes,<Na>,Medium,11.0,Pass,Medium,2,21.0,0
Yes,23.0,79.0,84.0,<Na>,1,56.0,Yes,C,Female,Yes,<Na>,Low,11.0,Pass,High,2,21.0,0
Yes,23.0,79.0,84.0,<Na>,1,56.0,Yes,C,Female,Yes,<Na>,Low,11.0,Pass,Low,2,21.0,0
Yes,21.0,83.0,94.0,1,1,93.0,Yes,A,Male,Yes,<Na>,Medium,0.0,Pass,High,2,18.0,2
Yes,29.0,55.0,94.0,1,1,51.0,Yes,D,Male,Yes,1,Medium,17.0,Fail,High,2,18.0,0
Yes,21.0,83.0,94.0,1,1,93.0,Yes,A,Male,Yes,<Na>,High,0.0,Pass,Medium,2,18.0,2
Yes,29.0,55.0,94.0,1,1,51.0,Yes,D,Male,Yes,1,High,17.0,Fail,Medium,2,18.0,0
Yes,21.0,83.0,94.0,1,1,93.0,Yes,A,Male,Yes,<Na>,Low,0.0,Pass,High,2,18.0,2
Yes,29.0,55.0,94.0,1,1,51.0,Yes,D,Male,Yes,1,Low,17.0,Fail,High,2,18.0,0
Yes,21.0,83.0,94.0,1,1,93.0,Yes,A,Male,Yes,<Na>,Medium,0.0,Pass,Medium,2,18.0,2
Yes,29.0,55.0,94.0,1,1,51.0,Yes,D,Male,Yes,1,Medium,17.0,Fail,Medium,2,18.0,0
No,21.0,83.0,94.0,1,1,93.0,No,A,Male,Yes,<Na>,Low,0.0,Pass,Medium,2,18.0,2
No,29.0,55.0,94.0,1,1,51.0,No,D,Male,Yes,1,Low,17.0,Fail,Medium,2,18.0,0
Yes,21.0,83.0,94.0,1,1,93.0,Yes,A,Male,No,<Na>,Low,0.0,Pass,Medium,2,18.0,2
Yes,29.0,55.0,94.0,1,1,51.0,Yes,D,Male,No,1,Low,17.0,Fail,Medium,2,18.0,0
Yes,25.0,77.0,98.0,<Na>,1,81.0,Yes,B,Male,Yes,<Na>,Low,11.0,Pass,Medium,<Na>,11.0,1
Yes,25.0,94.0,98.0,1,1,52.0,Yes,D,Male,Yes,2,Low,7.0,Fail,Medium,2,11.0,0
Yes,26.0,58.0,98.0,<Na>,<Na>,87.0,Yes,A,Male,Yes,<Na>,Low,12.0,Pass,Medium,2,11.0,1
Yes,25.0,77.0,98.0,<Na>,1,81.0,Yes,B,Male,Yes,<Na>,High,11.0,Pass,High,<Na>,11.0,1
Yes,25.0,94.0,98.0,1,1,52.0,Yes,D,Male,Yes,2,High,7.0,Fail,High,2,11.0,0
Yes,26.0,58.0,98.0,<Na>,<Na>,87.0,Yes,A,Male,Yes,<Na>,High,12.0,Pass,High,2,11.0,1
Yes,28.0,94.0,70.0,1,1,84.0,Yes,B,Male,Yes,2,Medium,7.0,Pass,Medium,<Na>,16.0,0
Yes,22.0,89.0,70.0,<Na>,1,83.0,Yes,B,Male,Yes,<Na>,Medium,20.0,Pass,Medium,2,16.0,2
Yes,19.0,53.0,70.0,1,1,86.0,Yes,A,Male,Yes,2,Medium,20.0,Pass,Medium,2,16.0,1
Yes,28.0,94.0,70.0,1,1,84.0,Yes,B,Male,Yes,2,High,7.0,Pass,High,<Na>,16.0,0
Yes,22.0,89.0,70.0,<Na>,1,83.0,Yes,B,Male,Yes,<Na>,High,20.0,Pass,High,2,16.0,2
Yes,19.0,53.0,70.0,1,1,86.0,Yes,A,Male,Yes,2,High,20.0,Pass,High,2,16.0,1
Yes,24.0,84.0,78.0,1,<Na>,59.0,Yes,C,Female,Yes,1,Medium,14.0,Pass,Medium,<Na>,17.0,0
Yes,26.0,90.0,78.0,<Na>,1,85.0,Yes,A,Female,Yes,3,Medium,9.0,Pass,Medium,2,17.0,2
Yes,29.0,58.0,78.0,1,<Na>,85.0,Yes,A,Female,Yes,1,Medium,20.0,Pass,Medium,2,17.0,1
No,24.0,84.0,78.0,1,<Na>,59.0,No,C,Female,Yes,1,Medium,14.0,Pass,High,<Na>,17.0,0
No,26.0,90.0,78.0,<Na>,1,85.0,No,A,Female,Yes,3,Medium,9.0,Pass,High,2,17.0,2
No,29.0,58.0,78.0,1,<Na>,85.0,No,A,Female,Yes,1,Medium,20.0,Pass,High,2,17.0,1
No,24.0,84.0,78.0,1,<Na>,59.0,No,C,Female,No,1,Medium,14.0,Pass,Medium,<Na>,17.0,0
No,26.0,90.0,78.0,<Na>,1,85.0,No,A,Female,No,3,Medium,9.0,Pass,Medium,2,17.0,2
No,29.0,58.0,78.0,1,<Na>,85.0,No,A,Female,No,1,Medium,20.0,Pass,Medium,2,17.0,1
Yes,24.0,84.0,78.0,1,<Na>,59.0,Yes,C,Female,Yes,1,Low,14.0,Pass,Medium,<Na>,17.0,0
Yes,26.0,90.0,78.0,<Na>,1,85.0,Yes,A,Female,Yes,3,Low,9.0,Pass,Medium,2,17.0,2
Yes,29.0,58.0,78.0,1,<Na>,85.0,Yes,A,Female,Yes,1,Low,20.0,Pass,Medium,2,17.0,1
Yes,28.0,69.0,61.0,<Na>,1,99.0,Yes,A,Female,Yes,2,Medium,20.0,Pass,Low,2,26.0,1
Yes,28.0,69.0,61.0,<Na>,1,99.0,Yes,A,Female,Yes,2,High,20.0,Pass,Medium,2,26.0,1
Yes,28.0,69.0,61.0,<Na>,1,99.0,Yes,A,Female,No,2,Medium,20.0,Pass,High,2,26.0,1
Yes,23.0,60.0,86.0,<Na>,1,47.0,Yes,D,Male,Yes,<Na>,Low,9.0,Fail,Medium,2,22.0,3
Yes,24.0,73.0,86.0,1,1,55.0,Yes,C,Male,Yes,3,Low,6.0,Pass,Medium,2,22.0,0
Yes,19.0,100.0,86.0,<Na>,1,87.0,Yes,A,Male,Yes,1,Low,8.0,Pass,Medium,<Na>,22.0,2
Yes,24.0,86.0,86.0,1,1,96.0,Yes,A,Male,Yes,3,Low,7.0,Pass,Medium,2,22.0,2
No,23.0,60.0,86.0,<Na>,1,47.0,No,D,Male,Yes,<Na>,Medium,9.0,Fail,Low,2,22.0,3
No,24.0,73.0,86.0,1,1,55.0,No,C,Male,Yes,3,Medium,6.0,Pass,Low,2,22.0,0
No,19.0,100.0,86.0,<Na>,1,87.0,No,A,Male,Yes,1,Medium,8.0,Pass,Low,<Na>,22.0,2
No,24.0,86.0,86.0,1,1,96.0,No,A,Male,Yes,3,Medium,7.0,Pass,Low,2,22.0,2
Yes,23.0,60.0,86.0,<Na>,1,47.0,Yes,D,Male,Yes,<Na>,High,9.0,Fail,Medium,2,22.0,3
Yes,24.0,73.0,86.0,1,1,55.0,Yes,C,Male,Yes,3,High,6.0,Pass,Medium,2,22.0,0
Yes,19.0,100.0,86.0,<Na>,1,87.0,Yes,A,Male,Yes,1,High,8.0,Pass,Medium,<Na>,22.0,2
Yes,24.0,86.0,86.0,1,1,96.0,Yes,A,Male,Yes,3,High,7.0,Pass,Medium,2,22.0,2
Yes,23.0,60.0,86.0,<Na>,1,47.0,Yes,D,Male,Yes,<Na>,Medium,9.0,Fail,Medium,2,22.0,3
Yes,24.0,73.0,86.0,1,1,55.0,Yes,C,Male,Yes,3,Medium,6.0,Pass,Medium,2,22.0,0
Yes,19.0,100.0,86.0,<Na>,1,87.0,Yes,A,Male,Yes,1,Medium,8.0,Pass,Medium,<Na>,22.0,2
Yes,24.0,86.0,86.0,1,1,96.0,Yes,A,Male,Yes,3,Medium,7.0,Pass,Medium,2,22.0,2
No,23.0,60.0,86.0,<Na>,1,47.0,No,D,Male,Yes,<Na>,Low,9.0,Fail,Medium,2,22.0,3
No,24.0,73.0,86.0,1,1,55.0,No,C,Male,Yes,3,Low,6.0,Pass,Medium,2,22.0,0
No,19.0,100.0,86.0,<Na>,1,87.0,No,A,Male,Yes,1,Low,8.0,Pass,Medium,<Na>,22.0,2
No,24.0,86.0,86.0,1,1,96.0,No,A,Male,Yes,3,Low,7.0,Pass,Medium,2,22.0,2
No,23.0,60.0,86.0,<Na>,1,47.0,No,D,Male,Yes,<Na>,High,9.0,Fail,Medium,2,22.0,3
No,24.0,73.0,86.0,1,1,55.0,No,C,Male,Yes,3,High,6.0,Pass,Medium,2,22.0,0
No,19.0,100.0,86.0,<Na>,1,87.0,No,A,Male,Yes,1,High,8.0,Pass,Medium,<Na>,22.0,2
No,24.0,86.0,86.0,1,1,96.0,No,A,Male,Yes,3,High,7.0,Pass,Medium,2,22.0,2
No,24.0,63.0,77.0,1,1,76.0,No,B,Male,Yes,3,Medium,4.0,Pass,Medium,<Na>,9.0,1
No,18.0,61.0,77.0,1,1,65.0,No,C,Male,Yes,2,Medium,3.0,Pass,Medium,<Na>,9.0,3
No,28.0,51.0,77.0,<Na>,1,66.0,No,C,Male,Yes,1,Medium,16.0,Pass,Medium,2,9.0,1
No,24.0,63.0,77.0,1,1,76.0,No,B,Male,Yes,3,Low,4.0,Pass,Medium,<Na>,9.0,1
No,18.0,61.0,77.0,1,1,65.0,No,C,Male,Yes,2,Low,3.0,Pass,Medium,<Na>,9.0,3
No,28.0,51.0,77.0,<Na>,1,66.0,No,C,Male,Yes,1,Low,16.0,Pass,Medium,2,9.0,1
Yes,24.0,63.0,77.0,1,1,76.0,Yes,B,Male,Yes,3,Medium,4.0,Pass,High,<Na>,9.0,1
Yes,18.0,61.0,77.0,1,1,65.0,Yes,C,Male,Yes,2,Medium,3.0,Pass,High,<Na>,9.0,3
Yes,28.0,51.0,77.0,<Na>,1,66.0,Yes,C,Male,Yes,1,Medium,16.0,Pass,High,2,9.0,1
No,24.0,63.0,77.0,1,1,76.0,No,B,Male,Yes,3,Medium,4.0,Pass,Low,<Na>,9.0,1
No,18.0,61.0,77.0,1,1,65.0,No,C,Male,Yes,2,Medium,3.0,Pass,Low,<Na>,9.0,3
No,28.0,51.0,77.0,<Na>,1,66.0,No,C,Male,Yes,1,Medium,16.0,Pass,Low,2,9.0,1
Yes,20.0,71.0,71.0,<Na>,1,52.0,Yes,D,Male,Yes,<Na>,Low,18.0,Fail,Medium,2,22.0,3
No,20.0,71.0,71.0,<Na>,1,52.0,No,D,Male,Yes,<Na>,High,18.0,Fail,Medium,2,22.0,3
No,20.0,71.0,71.0,<Na>,1,52.0,No,D,Male,Yes,<Na>,Low,18.0,Fail,Medium,2,22.0,3
Yes,20.0,71.0,71.0,<Na>,1,52.0,Yes,D,Male,Yes,<Na>,Medium,18.0,Fail,Medium,2,22.0,3
Yes,20.0,71.0,71.0,<Na>,1,52.0,Yes,D,Male,Yes,<Na>,Medium,18.0,Fail,High,2,22.0,3
Yes,20.0,71.0,71.0,<Na>,1,52.0,Yes,D,Male,Yes,<Na>,Medium,18.0,Fail,Low,2,22.0,3
No,26.0,93.0,68.0,<Na>,<Na>,92.0,No,A,Male,Yes,<Na>,Medium,20.0,Pass,Medium,2,18.0,2
No,18.0,55.0,68.0,<Na>,<Na>,98.0,No,A,Male,Yes,3,Medium,20.0,Pass,Medium,<Na>,18.0,1
No,26.0,93.0,68.0,<Na>,<Na>,92.0,No,A,Male,Yes,<Na>,Low,20.0,Pass,High,2,18.0,2
No,18.0,55.0,68.0,<Na>,<Na>,98.0,No,A,Male,Yes,3,Low,20.0,Pass,High,<Na>,18.0,1
Yes,26.0,93.0,68.0,<Na>,<Na>,92.0,Yes,A,Male,Yes,<Na>,Low,20.0,Pass,High,2,18.0,2
Yes,18.0,55.0,68.0,<Na>,<Na>,98.0,Yes,A,Male,Yes,3,Low,20.0,Pass,High,<Na>,18.0,1
Yes,26.0,93.0,68.0,<Na>,<Na>,92.0,Yes,A,Male,Yes,<Na>,High,20.0,Pass,High,2,18.0,2
Yes,18.0,55.0,68.0,<Na>,<Na>,98.0,Yes,A,Male,Yes,3,High,20.0,Pass,High,<Na>,18.0,1
Yes,26.0,93.0,68.0,<Na>,<Na>,92.0,Yes,A,Male,Yes,<Na>,High,20.0,Pass,Medium,2,18.0,2
Yes,18.0,55.0,68.0,<Na>,<Na>,98.0,Yes,A,Male,Yes,3,High,20.0,Pass,Medium,<Na>,18.0,1
Yes,26.0,93.0,68.0,<Na>,<Na>,92.0,Yes,A,Male,Yes,<Na>,Medium,20.0,Pass,Low,2,18.0,2
Yes,18.0,55.0,68.0,<Na>,<Na>,98.0,Yes,A,Male,Yes,3,Medium,20.0,Pass,Low,<Na>,18.0,1
No,26.0,93.0,68.0,<Na>,<Na>,92.0,No,A,Male,Yes,<Na>,Medium,20.0,Pass,High,2,18.0,2
No,18.0,55.0,68.0,<Na>,<Na>,98.0,No,A,Male,Yes,3,Medium,20.0,Pass,High,<Na>,18.0,1
Yes,26.0,92.0,86.0,1,1,94.0,Yes,A,Male,Yes,1,Medium,10.0,Pass,Medium,1,16.0,2
Yes,18.0,100.0,86.0,1,1,98.0,Yes,A,Male,Yes,2,Medium,15.0,Pass,Medium,1,16.0,2
Yes,29.0,60.0,86.0,<Na>,1,92.0,Yes,A,Male,Yes,1,Medium,15.0,Pass,Medium,2,16.0,1
No,26.0,92.0,86.0,1,1,94.0,No,A,Male,Yes,1,Medium,10.0,Pass,High,1,16.0,2
No,18.0,100.0,86.0,1,1,98.0,No,A,Male,Yes,2,Medium,15.0,Pass,High,1,16.0,2
No,29.0,60.0,86.0,<Na>,1,92.0,No,A,Male,Yes,1,Medium,15.0,Pass,High,2,16.0,1
Yes,26.0,92.0,86.0,1,1,94.0,Yes,A,Male,Yes,1,Low,10.0,Pass,Medium,1,16.0,2
Yes,18.0,100.0,86.0,1,1,98.0,Yes,A,Male,Yes,2,Low,15.0,Pass,Medium,1,16.0,2
Yes,29.0,60.0,86.0,<Na>,1,92.0,Yes,A,Male,Yes,1,Low,15.0,Pass,Medium,2,16.0,1
Yes,26.0,92.0,86.0,1,1,94.0,Yes,A,Male,Yes,1,High,10.0,Pass,Medium,1,16.0,2
Yes,18.0,100.0,86.0,1,1,98.0,Yes,A,Male,Yes,2,High,15.0,Pass,Medium,1,16.0,2
Yes,29.0,60.0,86.0,<Na>,1,92.0,Yes,A,Male,Yes,1,High,15.0,Pass,Medium,2,16.0,1
No,26.0,92.0,86.0,1,1,94.0,No,A,Male,Yes,1,High,10.0,Pass,Medium,1,16.0,2
No,18.0,100.0,86.0,1,1,98.0,No,A,Male,Yes,2,High,15.0,Pass,Medium,1,16.0,2
No,29.0,60.0,86.0,<Na>,1,92.0,No,A,Male,Yes,1,High,15.0,Pass,Medium,2,16.0,1
No,26.0,92.0,86.0,1,1,94.0,No,A,Male,Yes,1,Low,10.0,Pass,Low,1,16.0,2
No,18.0,100.0,86.0,1,1,98.0,No,A,Male,Yes,2,Low,15.0,Pass,Low,1,16.0,2
No,29.0,60.0,86.0,<Na>,1,92.0,No,A,Male,Yes,1,Low,15.0,Pass,Low,2,16.0,1
No,22.0,99.0,77.0,1,<Na>,66.0,No,C,Female,Yes,<Na>,Medium,13.0,Pass,Low,<Na>,24.0,2
No,19.0,82.0,77.0,<Na>,1,51.0,No,D,Female,Yes,1,Medium,13.0,Fail,Low,2,24.0,3
No,26.0,76.0,77.0,<Na>,1,62.0,No,C,Female,Yes,3,Medium,16.0,Pass,Low,<Na>,24.0,0
No,19.0,71.0,77.0,1,<Na>,62.0,No,C,Female,Yes,2,Medium,10.0,Pass,Low,1,24.0,3
No,22.0,99.0,77.0,1,<Na>,66.0,No,C,Female,Yes,<Na>,High,13.0,Pass,High,<Na>,24.0,2
No,19.0,82.0,77.0,<Na>,1,51.0,No,D,Female,Yes,1,High,13.0,Fail,High,2,24.0,3
No,26.0,76.0,77.0,<Na>,1,62.0,No,C,Female,Yes,3,High,16.0,Pass,High,<Na>,24.0,0
No,19.0,71.0,77.0,1,<Na>,62.0,No,C,Female,Yes,2,High,10.0,Pass,High,1,24.0,3
No,22.0,99.0,77.0,1,<Na>,66.0,No,C,Female,Yes,<Na>,High,13.0,Pass,Medium,<Na>,24.0,2
No,19.0,82.0,77.0,<Na>,1,51.0,No,D,Female,Yes,1,High,13.0,Fail,Medium,2,24.0,3
No,26.0,76.0,77.0,<Na>,1,62.0,No,C,Female,Yes,3,High,16.0,Pass,Medium,<Na>,24.0,0
No,19.0,71.0,77.0,1,<Na>,62.0,No,C,Female,Yes,2,High,10.0,Pass,Medium,1,24.0,3
Yes,26.0,91.0,67.0,1,<Na>,82.0,Yes,B,Female,Yes,1,Low,0.0,Pass,High,<Na>,26.0,2
Yes,18.0,75.0,67.0,<Na>,1,43.0,Yes,D,Female,Yes,<Na>,Low,15.0,Fail,High,1,26.0,3
Yes,19.0,100.0,67.0,1,1,63.0,Yes,C,Female,Yes,<Na>,Low,0.0,Pass,High,2,26.0,2
No,26.0,91.0,67.0,1,<Na>,82.0,No,B,Female,Yes,1,Medium,0.0,Pass,High,<Na>,26.0,2
